id,filename,speech_name,noise_name,realization,SNR,technique,rep,pesq,llr,stoi,csii,snrg,srmr,bruno,celso,felipe
29,F200710_WASHING2_10,F200710,WASHING,2,10.0,bayes,False,3.0091233253479,0.299598402915292,0.965911627514006,0.8909411635654509,7.60509729385376,13.8769200165633,5,5,5
30,F200508_WASHING2_-10,F200508,WASHING,2,-10.0,noisy,True,0.969507813453674,1.2042540226634,0.458045704817813,0.22150764672121695,4.0531158447265625e-05,0.697904195986471,1,2,1
31,F200609_VACUUM4_0,F200609,VACUUM,4,0.0,noisy,False,2.0497260093688996,1.08808691789754,0.6601589784786489,0.447563020228211,8.952684998512268,14.244558079195599,2,2,2
32,F200602_WASHING2_-20,F200602,WASHING,2,-20.0,wiener,True,0.47153538465499895,1.4907508710966202,0.267242099049824,0.0464439412214094,17.516551613807678,4.06121359349702,1,1,1
33,F200607_VACUUM3_20,F200607,VACUUM,3,20.0,noisy,True,3.3748581409454306,0.42005686960905003,0.9645528196209558,0.8460402875325509,2.891252040863037,11.118850354323001,4,3,3
34,F200506_WASHING3_-10,F200506,WASHING,3,-10.0,bayes,False,1.5448716878891,0.916257063371037,0.5599912030203521,0.23727098141729702,11.889909952878952,12.5924339669346,2,2,1
35,F200610_WASHING0_-10,F200610,WASHING,0,-10.0,bayes,False,0.882148623466492,1.03286116580804,0.516893128967966,0.225730979630798,3.039836883544922e-05,0.613623704560614,2,2,1
36,F200509_SNOW1_-10,F200509,SNOW,1,-10.0,binary,False,0.44841605424881,1.76054353124022,0.36757393918379605,0.0636298817368657,9.71159728243947,5.11069243231824,1,1,1
37,F200502_SNOW2_-20,F200502,SNOW,2,-20.0,noisy,True,1.27096152305603,1.8969613598199901,0.25689572321412696,0.00846023958747578,12.309523820877075,1.9832196602055299,1,1,1
38,F200505_SNOW3_0,F200505,SNOW,3,0.0,wiener,False,1.10165107250214,1.0209417835699002,0.564517413917806,0.247657079708013,-0.0006541876791743563,1.1417344608183602,2,2,2
39,F200501_WASHING4_20,F200501,WASHING,4,20.0,bayes,False,3.7479834556579603,0.16195859463048098,0.98342782014433,0.9988782032692529,4.027509689331056,13.819211006166698,5,5,3
40,F200610_VACUUM2_0,F200610,VACUUM,2,0.0,wiener,True,1.31134653091431,1.36756417633935,0.597801928671563,0.370193320715873,4.877911508083344,9.518591790475199,2,2,2
41,F200703_WASHING0_0,F200703,WASHING,0,0.0,bayes,True,2.04026651382446,0.7491173975246941,0.8564430903954291,0.62297462112475,7.818624377250671,8.77890084464334,4,4,3
42,F200503_WASHING4_-20,F200503,WASHING,4,-20.0,bayes,False,0.214110672473907,1.51826439178727,0.23377332578472898,0.0210735514919766,11.552203893661499,4.1632831777043595,1,1,1
43,F200709_SNOW1_10,F200709,SNOW,1,10.0,bayes,False,1.9168742895126298,0.54958824131314,0.821255000944776,0.501603253273397,-0.0030106306076049805,6.610360421668299,5,4,2
44,F200702_SNOW0_20,F200702,SNOW,0,20.0,bayes,True,2.64059591293335,0.334586955215719,0.9527432930370692,0.8545252865429771,-0.012388229370117188,16.6966308812354,5,5,4
45,F200710_VACUUM0_20,F200710,VACUUM,0,20.0,wiener,False,2.6876063346862797,0.662736108968282,0.9549815961905551,0.783931941028713,3.773550987243652,12.504199705092699,4,4,4
46,F200707_WASHING3_-10,F200707,WASHING,3,-10.0,wiener,True,1.7466045618057298,1.0258852950755402,0.5875933171476441,0.25525760597153896,14.153904914855955,14.8517629162656,2,2,2
47,F200508_WASHING1_-10,F200508,WASHING,1,-10.0,binary,True,1.9019694328308099,1.13787119089067,0.496614582120003,0.301689566405347,15.107010006904602,16.7821265925325,1,2,2
48,F200605_SNOW2_10,F200605,SNOW,2,10.0,binary,True,2.50130701065063,0.8575099862083341,0.903555084512873,0.740636133747943,6.18557333946228,9.668639007921099,3,3,3
49,F200608_WASHING4_-20,F200608,WASHING,4,-20.0,bayes,False,0.5569500327110289,1.4073755338912999,0.35044763280326396,0.0300629954383481,11.038379073143004,4.15775408864409,1,1,1
50,F200705_WASHING1_0,F200705,WASHING,1,0.0,binary,False,1.95890867710114,0.45560944012754706,0.82878154755788,0.48312819878791796,0.00013615805983135942,2.7857597707695003,2,3,2
51,F200705_WASHING2_0,F200705,WASHING,2,0.0,wiener,False,2.6613757610321,0.476005752638581,0.8725673058377941,0.589014813989578,10.106641054153444,17.0370425334689,2,3,4
52,F200703_WASHING2_-20,F200703,WASHING,2,-20.0,bayes,True,0.664585113525391,1.2139534393907399,0.43614187721855996,0.0275619052999361,18.17929521203041,1.84759786092035,1,1,1
53,F200710_WASHING2_-10,F200710,WASHING,2,-10.0,noisy,False,0.9466315507888791,1.36998055397228,0.524641031850583,0.240621099270985,12.273121923208235,8.05904449726645,1,2,1
54,F200509_WASHING4_-20,F200509,WASHING,4,-20.0,wiener,False,0.771099030971527,1.33736876716688,0.358328841606239,0.0851795479310176,18.568519502878193,2.6009019291374402,1,1,1
55,F200610_WASHING0_20,F200610,WASHING,0,20.0,wiener,False,3.98375678062439,0.0752872588647807,0.9715213191364759,0.998854145428952,3.661205768585205,20.6271880976493,5,5,5
56,F200605_SNOW4_10,F200605,SNOW,4,10.0,wiener,True,2.82504296302795,0.600178756817135,0.8979872966852009,0.7481633081846141,5.464181900024414,10.4544669123731,4,4,4
57,F200506_VACUUM3_-10,F200506,VACUUM,3,-10.0,bayes,True,1.02147364616394,1.83576073123797,0.457703276207932,0.178003771377017,6.050552725791931,3.69371449583209,1,2,1
58,F200504_SNOW1_10,F200504,SNOW,1,10.0,noisy,True,1.8504931926727302,0.590615996832923,0.884341894636629,0.558612216755765,-0.0025033950805664067,7.48811655562147,3,3,3
59,F200505_SNOW1_20,F200505,SNOW,1,20.0,wiener,False,3.23942399024963,0.28996933867457897,0.9723248986125099,0.9228790100047649,2.810811996459961,11.4631853558763,4,5,3
60,F200510_VACUUM3_-20,F200510,VACUUM,3,-20.0,binary,False,1.8595871925353997,1.7739133617815601,0.297809423768888,0.0354238557753898,-2.6226043701171875e-05,0.5402043367504571,1,1,1
61,F200703_WASHING4_10,F200703,WASHING,4,10.0,noisy,False,2.4145953655242898,0.276006540730084,0.9297664641160641,0.8331798355801531,0.00022292137145996094,8.46087690713203,4,3,4
62,F200508_WASHING2_-10,F200508,WASHING,2,-10.0,noisy,True,0.969507813453674,1.2042540226634,0.458045704817813,0.22150764672121695,4.0531158447265625e-05,0.697904195986471,1,2,1
63,F200503_VACUUM2_-20,F200503,VACUUM,2,-20.0,wiener,False,1.07182347774506,1.90688098097515,0.38707824704946503,0.0733530549530066,2.576349973678589,5.30358071335551,1,1,1
64,F200702_SNOW2_0,F200702,SNOW,2,0.0,noisy,True,1.3989456892013503,1.41487508977236,0.629774349004279,0.329033725248328,5.3406745195388785,7.331484764657559,2,2,1
65,F200706_VACUUM1_-20,F200706,VACUUM,1,-20.0,noisy,False,0.7816061973571781,1.84742023032712,0.264188980989877,0.0460166791414825,8.267956972122192,3.11949875460212,1,1,1
66,F200610_VACUUM2_0,F200610,VACUUM,2,0.0,wiener,True,1.31134653091431,1.36756417633935,0.597801928671563,0.370193320715873,4.877911508083344,9.518591790475199,2,3,2
67,F200602_WASHING1_-20,F200602,WASHING,1,-20.0,bayes,False,0.22127224504947698,1.46239123584852,0.21599166814718698,0.0103389716187483,9.263356924057009,3.49185608655203,1,1,1
68,F200608_VACUUM4_20,F200608,VACUUM,4,20.0,binary,True,3.0179545879364,0.4212599582569171,0.945982396499338,0.811461107976195,2.5834178924560547,13.554471556623499,4,4,4
69,F200702_SNOW2_0,F200702,SNOW,2,0.0,noisy,True,1.3989456892013503,1.41487508977236,0.629774349004279,0.329033725248328,5.3406745195388785,7.331484764657559,2,2,1
70,F200707_WASHING3_-10,F200707,WASHING,3,-10.0,wiener,True,1.7466045618057298,1.0258852950755402,0.5875933171476441,0.25525760597153896,14.153904914855955,14.8517629162656,3,2,2
71,F200609_VACUUM1_0,F200609,VACUUM,1,0.0,binary,True,1.56640899181366,1.2306166877303,0.5507972762847281,0.31445493588689005,-0.00034507367672631517,1.69646135373476,3,3,2
72,F200601_VACUUM2_20,F200601,VACUUM,2,20.0,wiener,True,2.89762187004089,0.46397391542260796,0.966612175679122,0.779804728665843,3.2736778259277344,15.063392957200302,4,4,4
73,F200608_VACUUM4_20,F200608,VACUUM,4,20.0,binary,True,3.0179545879364,0.4212599582569171,0.945982396499338,0.811461107976195,2.5834178924560547,13.554471556623499,4,4,4
74,F200506_VACUUM0_-10,F200506,VACUUM,0,-10.0,wiener,False,0.997689545154572,1.8174970515425801,0.49508650506652796,0.222162607833423,4.848865270614624,4.82568801516913,1,2,3
75,F200609_WASHING0_0,F200609,WASHING,0,0.0,bayes,False,2.31649255752563,0.62104780383575,0.8678061319363409,0.6285195196412271,8.519269227981567,10.570768764672401,4,4,4
76,F200608_SNOW4_10,F200608,SNOW,4,10.0,binary,False,2.74686694145203,0.669573967900293,0.838250113021285,0.6319115266900339,3.756401538848877,17.0100848165115,4,4,4
77,F200703_WASHING0_10,F200703,WASHING,0,10.0,bayes,True,2.99829006195068,0.31323476088715996,0.953432123937805,0.9024585640225921,7.036923170089723,11.665149857766199,5,5,5
78,F200609_VACUUM1_0,F200609,VACUUM,1,0.0,binary,True,1.56640899181366,1.2306166877303,0.5507972762847281,0.31445493588689005,-0.00034507367672631517,1.69646135373476,2,2,3
79,F200601_VACUUM2_20,F200601,VACUUM,2,20.0,wiener,True,2.89762187004089,0.46397391542260796,0.966612175679122,0.779804728665843,3.2736778259277344,15.063392957200302,3,4,4
80,F200702_SNOW0_20,F200702,SNOW,0,20.0,bayes,True,2.64059591293335,0.334586955215719,0.9527432930370692,0.8545252865429771,-0.012388229370117188,16.6966308812354,5,5,5
81,F200602_WASHING2_-20,F200602,WASHING,2,-20.0,wiener,True,0.47153538465499895,1.4907508710966202,0.267242099049824,0.0464439412214094,17.516551613807678,4.06121359349702,1,1,1
82,F200609_SNOW2_-10,F200609,SNOW,2,-10.0,noisy,False,1.2218744754791298,1.21972982411939,0.368350127826614,0.0509667093248222,11.411412358283995,5.2569883976343705,1,1,1
83,F200501_SNOW4_-10,F200501,SNOW,4,-10.0,noisy,False,0.26271930336952204,1.79843321412891,0.33239051941841996,0.089283620938305,5.5763521790504464,1.14249338515606,1,1,1
84,F200703_WASHING0_10,F200703,WASHING,0,10.0,bayes,True,2.99829006195068,0.31323476088715996,0.953432123937805,0.9024585640225921,7.036923170089723,11.665149857766199,5,5,3
85,F200702_WASHING4_0,F200702,WASHING,4,0.0,noisy,False,2.32380390167236,0.5786213926758039,0.8266101639288721,0.664495133527721,8.742277026176453,18.768052712617397,4,3,2
86,F200603_SNOW4_-20,F200603,SNOW,4,-20.0,binary,False,0.607982397079468,1.1296549937648899,0.29297591513818394,0.000115126416224397,-8.344650268554688e-05,0.3708355991131961,1,1,1
87,F200703_WASHING2_-20,F200703,WASHING,2,-20.0,bayes,True,0.664585113525391,1.2139534393907399,0.43614187721855996,0.0275619052999361,18.17929521203041,1.84759786092035,1,1,1
88,F200504_SNOW1_10,F200504,SNOW,1,10.0,noisy,True,1.8504931926727302,0.590615996832923,0.884341894636629,0.558612216755765,-0.0025033950805664067,7.48811655562147,3,2,3
89,F200506_VACUUM3_-10,F200506,VACUUM,3,-10.0,bayes,True,1.02147364616394,1.83576073123797,0.457703276207932,0.178003771377017,6.050552725791931,3.69371449583209,1,1,1
90,F200608_VACUUM3_-10,F200608,VACUUM,3,-10.0,binary,False,1.0445518493652302,1.7433086850292798,0.48112796586647294,0.167874483567085,-2.0265579223632806e-05,1.1791039280849198,1,1,1
91,F200610_WASHING0_0,F200610,WASHING,0,0.0,bayes,False,2.19352960586548,0.626211403761821,0.808381151075792,0.666524805700833,9.905720949172975,16.588617303843,5,5,3
92,F200609_SNOW0_20,F200609,SNOW,0,20.0,binary,False,3.4644167423248304,0.286285001182198,0.967410429215078,0.8772388880300981,2.565381526947021,13.460675237311198,4,4,4
93,F200502_SNOW2_-20,F200502,SNOW,2,-20.0,noisy,True,1.27096152305603,1.8969613598199901,0.25689572321412696,0.00846023958747578,12.309523820877075,1.9832196602055299,1,1,1
94,F200502_VACUUM1_20,F200502,VACUUM,1,20.0,bayes,False,2.82532906532288,0.7447520061980408,0.967862051929172,0.7678288398955991,2.430028915405273,13.2538597441872,4,3,3
95,F200508_WASHING1_10,F200508,WASHING,1,10.0,wiener,False,2.87085938453674,0.43961526430503706,0.8947497236341428,0.8937226172391329,8.281599283218384,25.9678845427815,5,4,5
96,F200609_SNOW4_-20,F200609,SNOW,4,-20.0,noisy,False,0.6282751560211179,1.39699131659202,0.253295966703669,0.0116542502924237,17.605116665363308,1.81350507838556,1,1,1
97,F200510_WASHING0_10,F200510,WASHING,0,10.0,wiener,False,2.8604145050048797,0.493275486368044,0.9426342778740451,0.8670253283082199,4.83405351638794,9.95124746319984,5,5,5
98,F200605_SNOW2_10,F200605,SNOW,2,10.0,binary,True,2.50130701065063,0.8575099862083341,0.903555084512873,0.740636133747943,6.18557333946228,9.668639007921099,4,3,4
99,F200501_VACUUM3_10,F200501,VACUUM,3,10.0,bayes,False,1.83697950839996,1.1993054096812,0.808072822773836,0.640353077293528,-0.00032246112823486334,8.27034040940385,3,2,3
