filename,speech_name,noise_name,realization,SNR,technique,llr,snrg
F200707_VACUUM4_inf,F200707,VACUUM,4,inf,wiener,,
F200707_WASHING0_-20,F200707,WASHING,0,-20.0,wiener,,12.778378129005432
F200707_WASHING0_-10,F200707,WASHING,0,-10.0,wiener,,11.427981555461884
F200707_WASHING0_-5,F200707,WASHING,0,-5.0,wiener,,10.90253472328186
F200707_WASHING0_0,F200707,WASHING,0,0.0,wiener,,9.435591697692871
F200707_WASHING0_5,F200707,WASHING,0,5.0,wiener,,8.115119934082031
F200707_WASHING0_10,F200707,WASHING,0,10.0,wiener,,6.273953914642334
F200707_WASHING0_20,F200707,WASHING,0,20.0,wiener,,4.149534702301025
F200707_WASHING0_inf,F200707,WASHING,0,inf,wiener,,
F200707_WASHING1_-20,F200707,WASHING,1,-20.0,wiener,,3.244471549987793
F200707_WASHING1_-10,F200707,WASHING,1,-10.0,wiener,,3.1686919927597046
F200707_WASHING1_-5,F200707,WASHING,1,-5.0,wiener,,3.0862419307231903
F200707_WASHING1_0,F200707,WASHING,1,0.0,wiener,,2.982463240623474
F200707_WASHING1_5,F200707,WASHING,1,5.0,wiener,,2.7628010511398315
F200707_WASHING1_10,F200707,WASHING,1,10.0,wiener,,2.4924862384796143
F200707_WASHING1_20,F200707,WASHING,1,20.0,wiener,,1.69266939163208
F200707_WASHING1_inf,F200707,WASHING,1,inf,wiener,,
F200707_WASHING2_-20,F200707,WASHING,2,-20.0,wiener,,16.21040791273117
F200707_WASHING2_-10,F200707,WASHING,2,-10.0,wiener,,12.6454558968544
F200707_WASHING2_-5,F200707,WASHING,2,-5.0,wiener,,11.321637630462646
F200707_WASHING2_0,F200707,WASHING,2,0.0,wiener,,10.189855098724365
F200707_WASHING2_5,F200707,WASHING,2,5.0,wiener,,8.745901584625244
F200707_WASHING2_10,F200707,WASHING,2,10.0,wiener,,7.158763408660889
F200707_WASHING2_20,F200707,WASHING,2,20.0,wiener,,3.4099340438842773
F200707_WASHING2_inf,F200707,WASHING,2,inf,wiener,,
F200707_WASHING3_-20,F200707,WASHING,3,-20.0,wiener,,15.515327155590057
F200707_WASHING3_-10,F200707,WASHING,3,-10.0,wiener,,13.656689524650574
F200707_WASHING3_-5,F200707,WASHING,3,-5.0,wiener,,12.781537771224976
F200707_WASHING3_0,F200707,WASHING,3,0.0,wiener,,11.450860500335693
F200707_WASHING3_5,F200707,WASHING,3,5.0,wiener,,10.158591270446777
F200707_WASHING3_10,F200707,WASHING,3,10.0,wiener,,8.373891115188599
F200707_WASHING3_20,F200707,WASHING,3,20.0,wiener,,5.1586174964904785
F200707_WASHING3_inf,F200707,WASHING,3,inf,wiener,,
F200707_WASHING4_-20,F200707,WASHING,4,-20.0,wiener,,16.04717254638672
F200707_WASHING4_-10,F200707,WASHING,4,-10.0,wiener,,13.817126750946045
F200707_WASHING4_-5,F200707,WASHING,4,-5.0,wiener,,12.799052000045776
F200707_WASHING4_0,F200707,WASHING,4,0.0,wiener,,11.702141761779785
F200707_WASHING4_5,F200707,WASHING,4,5.0,wiener,,9.699996709823608
F200707_WASHING4_10,F200707,WASHING,4,10.0,wiener,,7.6352012157440186
F200707_WASHING4_20,F200707,WASHING,4,20.0,wiener,,3.949134349822998
F200707_WASHING4_inf,F200707,WASHING,4,inf,wiener,,
F200708_SNOW0_-20,F200708,SNOW,0,-20.0,wiener,,8.6299467086792
F200708_SNOW0_-10,F200708,SNOW,0,-10.0,wiener,,7.787262052297592
F200708_SNOW0_-5,F200708,SNOW,0,-5.0,wiener,,7.283298969268799
F200708_SNOW0_0,F200708,SNOW,0,0.0,wiener,,6.544273495674133
F200708_SNOW0_5,F200708,SNOW,0,5.0,wiener,,5.608608722686768
F200708_SNOW0_10,F200708,SNOW,0,10.0,wiener,,4.587156772613525
F200708_SNOW0_20,F200708,SNOW,0,20.0,wiener,,2.806394100189209
F200708_SNOW0_inf,F200708,SNOW,0,inf,wiener,,
F200708_SNOW1_-20,F200708,SNOW,1,-20.0,wiener,,13.600831627845764
F200708_SNOW1_-10,F200708,SNOW,1,-10.0,wiener,,10.765024051070213
F200708_SNOW1_-5,F200708,SNOW,1,-5.0,wiener,,9.206442534923553
F200708_SNOW1_0,F200708,SNOW,1,0.0,wiener,,8.016886115074158
F200708_SNOW1_5,F200708,SNOW,1,5.0,wiener,,6.746505498886108
F200708_SNOW1_10,F200708,SNOW,1,10.0,wiener,,5.433238744735718
F200708_SNOW1_20,F200708,SNOW,1,20.0,wiener,,3.2484865188598633
F200708_SNOW1_inf,F200708,SNOW,1,inf,wiener,,
F200708_SNOW2_-20,F200708,SNOW,2,-20.0,wiener,,11.978254914283752
F200708_SNOW2_-10,F200708,SNOW,2,-10.0,wiener,,9.86536281183362
F200708_SNOW2_-5,F200708,SNOW,2,-5.0,wiener,,8.746805489063263
F200708_SNOW2_0,F200708,SNOW,2,0.0,wiener,,7.853667736053467
F200708_SNOW2_5,F200708,SNOW,2,5.0,wiener,,6.606560945510864
F200708_SNOW2_10,F200708,SNOW,2,10.0,wiener,,5.370568037033081
F200708_SNOW2_20,F200708,SNOW,2,20.0,wiener,,2.945716381072998
F200708_SNOW2_inf,F200708,SNOW,2,inf,wiener,,
F200708_SNOW3_-20,F200708,SNOW,3,-20.0,wiener,,10.212728381156921
F200708_SNOW3_-10,F200708,SNOW,3,-10.0,wiener,,8.856994956731796
F200708_SNOW3_-5,F200708,SNOW,3,-5.0,wiener,,7.719487249851227
F200708_SNOW3_0,F200708,SNOW,3,0.0,wiener,,6.842421889305115
F200708_SNOW3_5,F200708,SNOW,3,5.0,wiener,,5.887199640274048
F200708_SNOW3_10,F200708,SNOW,3,10.0,wiener,,4.782426357269287
F200708_SNOW3_20,F200708,SNOW,3,20.0,wiener,,2.959580421447754
F200708_SNOW3_inf,F200708,SNOW,3,inf,wiener,,
F200708_SNOW4_-20,F200708,SNOW,4,-20.0,wiener,,13.695821762084961
F200708_SNOW4_-10,F200708,SNOW,4,-10.0,wiener,,10.567869804799557
F200708_SNOW4_-5,F200708,SNOW,4,-5.0,wiener,,8.559689819812775
F200708_SNOW4_0,F200708,SNOW,4,0.0,wiener,,7.545480132102966
F200708_SNOW4_5,F200708,SNOW,4,5.0,wiener,,6.292943954467773
F200708_SNOW4_10,F200708,SNOW,4,10.0,wiener,,5.0523388385772705
F200708_SNOW4_20,F200708,SNOW,4,20.0,wiener,,2.9617786407470703
F200708_SNOW4_inf,F200708,SNOW,4,inf,wiener,,
F200708_VACUUM0_-20,F200708,VACUUM,0,-20.0,wiener,,10.158540606498718
F200708_VACUUM0_-10,F200708,VACUUM,0,-10.0,wiener,,8.42252254486084
F200708_VACUUM0_-5,F200708,VACUUM,0,-5.0,wiener,,7.737187743186951
F200708_VACUUM0_0,F200708,VACUUM,0,0.0,wiener,,7.195561528205872
F200708_VACUUM0_5,F200708,VACUUM,0,5.0,wiener,,6.409611701965332
F200708_VACUUM0_10,F200708,VACUUM,0,10.0,wiener,,5.376079082489014
F200708_VACUUM0_20,F200708,VACUUM,0,20.0,wiener,,3.962385654449463
F200708_VACUUM0_inf,F200708,VACUUM,0,inf,wiener,,
F200708_VACUUM1_-20,F200708,VACUUM,1,-20.0,wiener,,4.690558910369873
F200708_VACUUM1_-10,F200708,VACUUM,1,-10.0,wiener,,4.063977003097534
F200708_VACUUM1_-5,F200708,VACUUM,1,-5.0,wiener,,3.772151842713356
F200708_VACUUM1_0,F200708,VACUUM,1,0.0,wiener,,3.3880361914634705
F200708_VACUUM1_5,F200708,VACUUM,1,5.0,wiener,,3.033090829849243
F200708_VACUUM1_10,F200708,VACUUM,1,10.0,wiener,,2.6814258098602295
F200708_VACUUM1_20,F200708,VACUUM,1,20.0,wiener,,1.9735050201416016
F200708_VACUUM1_inf,F200708,VACUUM,1,inf,wiener,,
F200708_VACUUM2_-20,F200708,VACUUM,2,-20.0,wiener,,5.550781488418579
F200708_VACUUM2_-10,F200708,VACUUM,2,-10.0,wiener,,5.325212478637695
F200708_VACUUM2_-5,F200708,VACUUM,2,-5.0,wiener,,4.804729335010052
F200708_VACUUM2_0,F200708,VACUUM,2,0.0,wiener,,3.7092864513397217
F200708_VACUUM2_5,F200708,VACUUM,2,5.0,wiener,,3.1835567951202393
F200708_VACUUM2_10,F200708,VACUUM,2,10.0,wiener,,2.7990758419036865
F200708_VACUUM2_20,F200708,VACUUM,2,20.0,wiener,,2.218904495239258
F200708_VACUUM2_inf,F200708,VACUUM,2,inf,wiener,,
F200708_VACUUM3_-20,F200708,VACUUM,3,-20.0,wiener,,12.297770380973816
F200708_VACUUM3_-10,F200708,VACUUM,3,-10.0,wiener,,11.434525549411774
F200708_VACUUM3_-5,F200708,VACUUM,3,-5.0,wiener,,10.111919045448303
F200708_VACUUM3_0,F200708,VACUUM,3,0.0,wiener,,8.593042492866516
F200708_VACUUM3_5,F200708,VACUUM,3,5.0,wiener,,7.583185434341431
F200708_VACUUM3_10,F200708,VACUUM,3,10.0,wiener,,6.6159045696258545
F200708_VACUUM3_20,F200708,VACUUM,3,20.0,wiener,,4.590351581573486
F200708_VACUUM3_inf,F200708,VACUUM,3,inf,wiener,,
F200708_VACUUM4_-20,F200708,VACUUM,4,-20.0,wiener,,8.603403568267822
F200708_VACUUM4_-10,F200708,VACUUM,4,-10.0,wiener,,8.110304176807404
F200708_VACUUM4_-5,F200708,VACUUM,4,-5.0,wiener,,7.79739648103714
F200708_VACUUM4_0,F200708,VACUUM,4,0.0,wiener,,7.124931812286377
F200708_VACUUM4_5,F200708,VACUUM,4,5.0,wiener,,6.247167587280273
F200708_VACUUM4_10,F200708,VACUUM,4,10.0,wiener,,5.364114046096802
F200708_VACUUM4_20,F200708,VACUUM,4,20.0,wiener,,3.966648578643799
F200708_VACUUM4_inf,F200708,VACUUM,4,inf,wiener,,
F200708_WASHING0_-20,F200708,WASHING,0,-20.0,wiener,,16.93674474954605
F200708_WASHING0_-10,F200708,WASHING,0,-10.0,wiener,,14.268530309200287
F200708_WASHING0_-5,F200708,WASHING,0,-5.0,wiener,,12.4642813205719
F200708_WASHING0_0,F200708,WASHING,0,0.0,wiener,,10.862444639205933
F200708_WASHING0_5,F200708,WASHING,0,5.0,wiener,,9.067707061767578
F200708_WASHING0_10,F200708,WASHING,0,10.0,wiener,,7.166308164596558
F200708_WASHING0_20,F200708,WASHING,0,20.0,wiener,,3.9833498001098633
F200708_WASHING0_inf,F200708,WASHING,0,inf,wiener,,
F200708_WASHING1_-20,F200708,WASHING,1,-20.0,wiener,,12.249082326889038
F200708_WASHING1_-10,F200708,WASHING,1,-10.0,wiener,,11.133055984973907
F200708_WASHING1_-5,F200708,WASHING,1,-5.0,wiener,,10.526008009910583
F200708_WASHING1_0,F200708,WASHING,1,0.0,wiener,,9.465633630752563
F200708_WASHING1_5,F200708,WASHING,1,5.0,wiener,,7.950869798660278
F200708_WASHING1_10,F200708,WASHING,1,10.0,wiener,,6.245400905609131
F200708_WASHING1_20,F200708,WASHING,1,20.0,wiener,,3.0255627632141113
F200708_WASHING1_inf,F200708,WASHING,1,inf,wiener,,
F200708_WASHING2_-20,F200708,WASHING,2,-20.0,wiener,,13.966467380523682
F200708_WASHING2_-10,F200708,WASHING,2,-10.0,wiener,,12.076877802610397
F200708_WASHING2_-5,F200708,WASHING,2,-5.0,wiener,,11.497840285301208
F200708_WASHING2_0,F200708,WASHING,2,0.0,wiener,,10.143420696258545
F200708_WASHING2_5,F200708,WASHING,2,5.0,wiener,,8.60927700996399
F200708_WASHING2_10,F200708,WASHING,2,10.0,wiener,,6.5444934368133545
F200708_WASHING2_20,F200708,WASHING,2,20.0,wiener,,3.722226619720459
F200708_WASHING2_inf,F200708,WASHING,2,inf,wiener,,
F200708_WASHING3_-20,F200708,WASHING,3,-20.0,wiener,,17.277494966983795
F200708_WASHING3_-10,F200708,WASHING,3,-10.0,wiener,,14.240458905696869
F200708_WASHING3_-5,F200708,WASHING,3,-5.0,wiener,,12.825150489807129
F200708_WASHING3_0,F200708,WASHING,3,0.0,wiener,,10.841028690338135
F200708_WASHING3_5,F200708,WASHING,3,5.0,wiener,,8.969289064407349
F200708_WASHING3_10,F200708,WASHING,3,10.0,wiener,,6.756222248077393
F200708_WASHING3_20,F200708,WASHING,3,20.0,wiener,,3.8932061195373535
F200708_WASHING3_inf,F200708,WASHING,3,inf,wiener,,
F200708_WASHING4_-20,F200708,WASHING,4,-20.0,wiener,,15.893486440181732
F200708_WASHING4_-10,F200708,WASHING,4,-10.0,wiener,,13.002365231513977
F200708_WASHING4_-5,F200708,WASHING,4,-5.0,wiener,,11.9060617685318
F200708_WASHING4_0,F200708,WASHING,4,0.0,wiener,,10.194543600082397
F200708_WASHING4_5,F200708,WASHING,4,5.0,wiener,,8.348252773284912
F200708_WASHING4_10,F200708,WASHING,4,10.0,wiener,,6.5275561809539795
F200708_WASHING4_20,F200708,WASHING,4,20.0,wiener,,3.648240566253662
F200708_WASHING4_inf,F200708,WASHING,4,inf,wiener,,
F200709_SNOW0_-20,F200709,SNOW,0,-20.0,wiener,,11.9986492395401
F200709_SNOW0_-10,F200709,SNOW,0,-10.0,wiener,,9.683537818491459
F200709_SNOW0_-5,F200709,SNOW,0,-5.0,wiener,,8.71264785528183
F200709_SNOW0_0,F200709,SNOW,0,0.0,wiener,,8.165209293365479
F200709_SNOW0_5,F200709,SNOW,0,5.0,wiener,,7.390629053115845
F200709_SNOW0_10,F200709,SNOW,0,10.0,wiener,,6.2003374099731445
F200709_SNOW0_20,F200709,SNOW,0,20.0,wiener,,2.834467887878418
F200709_SNOW0_inf,F200709,SNOW,0,inf,wiener,,
F200709_SNOW1_-20,F200709,SNOW,1,-20.0,wiener,,11.82030737400055
F200709_SNOW1_-10,F200709,SNOW,1,-10.0,wiener,,9.461404383182526
F200709_SNOW1_-5,F200709,SNOW,1,-5.0,wiener,,7.510097026824951
F200709_SNOW1_0,F200709,SNOW,1,0.0,wiener,,6.662882566452026
F200709_SNOW1_5,F200709,SNOW,1,5.0,wiener,,6.056805849075317
F200709_SNOW1_10,F200709,SNOW,1,10.0,wiener,,5.176182985305786
F200709_SNOW1_20,F200709,SNOW,1,20.0,wiener,,2.2365498542785645
F200709_SNOW1_inf,F200709,SNOW,1,inf,wiener,,
F200709_SNOW2_-20,F200709,SNOW,2,-20.0,wiener,,16.44105076789856
F200709_SNOW2_-10,F200709,SNOW,2,-10.0,wiener,,12.16925859451294
F200709_SNOW2_-5,F200709,SNOW,2,-5.0,wiener,,9.882489740848541
F200709_SNOW2_0,F200709,SNOW,2,0.0,wiener,,9.30486798286438
F200709_SNOW2_5,F200709,SNOW,2,5.0,wiener,,8.831616640090942
F200709_SNOW2_10,F200709,SNOW,2,10.0,wiener,,7.616597414016724
F200709_SNOW2_20,F200709,SNOW,2,20.0,wiener,,3.393218517303467
F200709_SNOW2_inf,F200709,SNOW,2,inf,wiener,,
F200709_SNOW3_-20,F200709,SNOW,3,-20.0,wiener,,14.204862117767334
F200709_SNOW3_-10,F200709,SNOW,3,-10.0,wiener,,10.80817237496376
F200709_SNOW3_-5,F200709,SNOW,3,-5.0,wiener,,8.767662346363068
F200709_SNOW3_0,F200709,SNOW,3,0.0,wiener,,7.000596523284912
F200709_SNOW3_5,F200709,SNOW,3,5.0,wiener,,6.6183388233184814
F200709_SNOW3_10,F200709,SNOW,3,10.0,wiener,,5.672862529754639
F200709_SNOW3_20,F200709,SNOW,3,20.0,wiener,,3.0779075622558594
F200709_SNOW3_inf,F200709,SNOW,3,inf,wiener,,
F200709_SNOW4_-20,F200709,SNOW,4,-20.0,wiener,,15.927513241767883
F200709_SNOW4_-10,F200709,SNOW,4,-10.0,wiener,,11.858120113611221
F200709_SNOW4_-5,F200709,SNOW,4,-5.0,wiener,,10.510466694831848
F200709_SNOW4_0,F200709,SNOW,4,0.0,wiener,,9.848206639289856
F200709_SNOW4_5,F200709,SNOW,4,5.0,wiener,,8.877681493759155
F200709_SNOW4_10,F200709,SNOW,4,10.0,wiener,,7.380826473236084
F200709_SNOW4_20,F200709,SNOW,4,20.0,wiener,,3.440251350402832
F200709_SNOW4_inf,F200709,SNOW,4,inf,wiener,,
F200709_VACUUM0_-20,F200709,VACUUM,0,-20.0,wiener,,7.866754531860352
F200709_VACUUM0_-10,F200709,VACUUM,0,-10.0,wiener,,7.82175600528717
F200709_VACUUM0_-5,F200709,VACUUM,0,-5.0,wiener,,7.358771413564682
F200709_VACUUM0_0,F200709,VACUUM,0,0.0,wiener,,6.386584043502808
F200709_VACUUM0_5,F200709,VACUUM,0,5.0,wiener,,5.529024600982666
F200709_VACUUM0_10,F200709,VACUUM,0,10.0,wiener,,4.75319504737854
F200709_VACUUM0_20,F200709,VACUUM,0,20.0,wiener,,3.1211423873901367
F200709_VACUUM0_inf,F200709,VACUUM,0,inf,wiener,,
F200709_VACUUM1_-20,F200709,VACUUM,1,-20.0,wiener,,8.681254386901855
F200709_VACUUM1_-10,F200709,VACUUM,1,-10.0,wiener,,8.271377384662628
F200709_VACUUM1_-5,F200709,VACUUM,1,-5.0,wiener,,7.994343340396881
F200709_VACUUM1_0,F200709,VACUUM,1,0.0,wiener,,7.042098641395569
F200709_VACUUM1_5,F200709,VACUUM,1,5.0,wiener,,6.230365037918091
F200709_VACUUM1_10,F200709,VACUUM,1,10.0,wiener,,5.312057733535767
F200709_VACUUM1_20,F200709,VACUUM,1,20.0,wiener,,3.6925888061523438
F200709_VACUUM1_inf,F200709,VACUUM,1,inf,wiener,,
F200709_VACUUM2_-20,F200709,VACUUM,2,-20.0,wiener,,5.655772686004639
F200709_VACUUM2_-10,F200709,VACUUM,2,-10.0,wiener,,5.045552849769592
F200709_VACUUM2_-5,F200709,VACUUM,2,-5.0,wiener,,4.889275720342994
F200709_VACUUM2_0,F200709,VACUUM,2,0.0,wiener,,4.474196135997772
F200709_VACUUM2_5,F200709,VACUUM,2,5.0,wiener,,3.993854522705078
F200709_VACUUM2_10,F200709,VACUUM,2,10.0,wiener,,3.4777605533599854
F200709_VACUUM2_20,F200709,VACUUM,2,20.0,wiener,,2.2266769409179688
F200709_VACUUM2_inf,F200709,VACUUM,2,inf,wiener,,
F200709_VACUUM3_-20,F200709,VACUUM,3,-20.0,wiener,,3.291633129119873
F200709_VACUUM3_-10,F200709,VACUUM,3,-10.0,wiener,,3.298168182373047
F200709_VACUUM3_-5,F200709,VACUUM,3,-5.0,wiener,,3.37674081325531
F200709_VACUUM3_0,F200709,VACUUM,3,0.0,wiener,,3.184804916381836
F200709_VACUUM3_5,F200709,VACUUM,3,5.0,wiener,,2.934407591819763
F200709_VACUUM3_10,F200709,VACUUM,3,10.0,wiener,,2.627265453338623
F200709_VACUUM3_20,F200709,VACUUM,3,20.0,wiener,,1.8558812141418457
F200709_VACUUM3_inf,F200709,VACUUM,3,inf,wiener,,
F200709_VACUUM4_-20,F200709,VACUUM,4,-20.0,wiener,,4.981226921081543
F200709_VACUUM4_-10,F200709,VACUUM,4,-10.0,wiener,,4.831035733222961
F200709_VACUUM4_-5,F200709,VACUUM,4,-5.0,wiener,,4.6498944610357285
F200709_VACUUM4_0,F200709,VACUUM,4,0.0,wiener,,4.35869961977005
F200709_VACUUM4_5,F200709,VACUUM,4,5.0,wiener,,3.891758918762207
F200709_VACUUM4_10,F200709,VACUUM,4,10.0,wiener,,3.366938829421997
F200709_VACUUM4_20,F200709,VACUUM,4,20.0,wiener,,2.0417046546936035
F200709_VACUUM4_inf,F200709,VACUUM,4,inf,wiener,,
F200709_WASHING0_-20,F200709,WASHING,0,-20.0,wiener,,11.82849407196045
F200709_WASHING0_-10,F200709,WASHING,0,-10.0,wiener,,10.369042977690697
F200709_WASHING0_-5,F200709,WASHING,0,-5.0,wiener,,9.672592282295227
F200709_WASHING0_0,F200709,WASHING,0,0.0,wiener,,9.119340181350708
F200709_WASHING0_5,F200709,WASHING,0,5.0,wiener,,8.275080919265747
F200709_WASHING0_10,F200709,WASHING,0,10.0,wiener,,7.037726640701294
F200709_WASHING0_20,F200709,WASHING,0,20.0,wiener,,3.19796085357666
F200709_WASHING0_inf,F200709,WASHING,0,inf,wiener,,
F200709_WASHING1_-20,F200709,WASHING,1,-20.0,wiener,,13.729773163795471
F200709_WASHING1_-10,F200709,WASHING,1,-10.0,wiener,,12.17038944363594
F200709_WASHING1_-5,F200709,WASHING,1,-5.0,wiener,,11.26985251903534
F200709_WASHING1_0,F200709,WASHING,1,0.0,wiener,,10.369793176651001
F200709_WASHING1_5,F200709,WASHING,1,5.0,wiener,,9.196304082870483
F200709_WASHING1_10,F200709,WASHING,1,10.0,wiener,,7.457138299942017
F200709_WASHING1_20,F200709,WASHING,1,20.0,wiener,,3.234434127807617
F200709_WASHING1_inf,F200709,WASHING,1,inf,wiener,,
F200709_WASHING2_-20,F200709,WASHING,2,-20.0,wiener,,14.802652597427368
F200709_WASHING2_-10,F200709,WASHING,2,-10.0,wiener,,12.68571525812149
F200709_WASHING2_-5,F200709,WASHING,2,-5.0,wiener,,12.059587240219116
F200709_WASHING2_0,F200709,WASHING,2,0.0,wiener,,11.250641345977783
F200709_WASHING2_5,F200709,WASHING,2,5.0,wiener,,9.257454872131348
F200709_WASHING2_10,F200709,WASHING,2,10.0,wiener,,7.729790210723877
F200709_WASHING2_20,F200709,WASHING,2,20.0,wiener,,3.3974719047546387
F200709_WASHING2_inf,F200709,WASHING,2,inf,wiener,,
F200709_WASHING3_-20,F200709,WASHING,3,-20.0,wiener,,15.390411019325256
F200709_WASHING3_-10,F200709,WASHING,3,-10.0,wiener,,13.54983001947403
F200709_WASHING3_-5,F200709,WASHING,3,-5.0,wiener,,12.78579294681549
F200709_WASHING3_0,F200709,WASHING,3,0.0,wiener,,12.009410858154297
F200709_WASHING3_5,F200709,WASHING,3,5.0,wiener,,10.429747104644775
F200709_WASHING3_10,F200709,WASHING,3,10.0,wiener,,8.436923027038574
F200709_WASHING3_20,F200709,WASHING,3,20.0,wiener,,4.232437610626221
F200709_WASHING3_inf,F200709,WASHING,3,inf,wiener,,
F200709_WASHING4_-20,F200709,WASHING,4,-20.0,wiener,,17.113894820213318
F200709_WASHING4_-10,F200709,WASHING,4,-10.0,wiener,,14.458386898040771
F200709_WASHING4_-5,F200709,WASHING,4,-5.0,wiener,,13.597729206085205
F200709_WASHING4_0,F200709,WASHING,4,0.0,wiener,,12.584143877029419
F200709_WASHING4_5,F200709,WASHING,4,5.0,wiener,,10.855019092559814
F200709_WASHING4_10,F200709,WASHING,4,10.0,wiener,,8.670109510421753
F200709_WASHING4_20,F200709,WASHING,4,20.0,wiener,,4.078619480133057
F200709_WASHING4_inf,F200709,WASHING,4,inf,wiener,,
F200710_SNOW0_-20,F200710,SNOW,0,-20.0,wiener,,12.496863007545471
F200710_SNOW0_-10,F200710,SNOW,0,-10.0,wiener,,9.906381545588374
F200710_SNOW0_-5,F200710,SNOW,0,-5.0,wiener,,8.113905787467957
F200710_SNOW0_0,F200710,SNOW,0,0.0,wiener,,6.732878684997559
F200710_SNOW0_5,F200710,SNOW,0,5.0,wiener,,5.690109729766846
F200710_SNOW0_10,F200710,SNOW,0,10.0,wiener,,4.818929433822632
F200710_SNOW0_20,F200710,SNOW,0,20.0,wiener,,2.9585981369018555
F200710_SNOW0_inf,F200710,SNOW,0,inf,wiener,,
F200710_SNOW1_-20,F200710,SNOW,1,-20.0,wiener,,8.664623498916626
F200710_SNOW1_-10,F200710,SNOW,1,-10.0,wiener,,7.884992957115173
F200710_SNOW1_-5,F200710,SNOW,1,-5.0,wiener,,7.130666524171829
F200710_SNOW1_0,F200710,SNOW,1,0.0,wiener,,6.2236398458480835
F200710_SNOW1_5,F200710,SNOW,1,5.0,wiener,,5.303021669387817
F200710_SNOW1_10,F200710,SNOW,1,10.0,wiener,,4.470386505126953
F200710_SNOW1_20,F200710,SNOW,1,20.0,wiener,,2.8232622146606445
F200710_SNOW1_inf,F200710,SNOW,1,inf,wiener,,
F200710_SNOW2_-20,F200710,SNOW,2,-20.0,wiener,,13.036017417907715
F200710_SNOW2_-10,F200710,SNOW,2,-10.0,wiener,,9.562195613980293
F200710_SNOW2_-5,F200710,SNOW,2,-5.0,wiener,,7.634332478046417
F200710_SNOW2_0,F200710,SNOW,2,0.0,wiener,,6.2921905517578125
F200710_SNOW2_5,F200710,SNOW,2,5.0,wiener,,5.400494337081909
F200710_SNOW2_10,F200710,SNOW,2,10.0,wiener,,4.456895589828491
F200710_SNOW2_20,F200710,SNOW,2,20.0,wiener,,2.624640464782715
F200710_SNOW2_inf,F200710,SNOW,2,inf,wiener,,
F200710_SNOW3_-20,F200710,SNOW,3,-20.0,wiener,,13.855249881744385
F200710_SNOW3_-10,F200710,SNOW,3,-10.0,wiener,,10.457801558077335
F200710_SNOW3_-5,F200710,SNOW,3,-5.0,wiener,,8.227387070655823
F200710_SNOW3_0,F200710,SNOW,3,0.0,wiener,,7.179723381996155
F200710_SNOW3_5,F200710,SNOW,3,5.0,wiener,,5.9681761264801025
F200710_SNOW3_10,F200710,SNOW,3,10.0,wiener,,4.6983802318573
F200710_SNOW3_20,F200710,SNOW,3,20.0,wiener,,2.8896594047546387
F200710_SNOW3_inf,F200710,SNOW,3,inf,wiener,,
F200710_SNOW4_-20,F200710,SNOW,4,-20.0,wiener,,12.883143424987793
F200710_SNOW4_-10,F200710,SNOW,4,-10.0,wiener,,9.907814366742969
F200710_SNOW4_-5,F200710,SNOW,4,-5.0,wiener,,7.81008780002594
F200710_SNOW4_0,F200710,SNOW,4,0.0,wiener,,6.937113404273987
F200710_SNOW4_5,F200710,SNOW,4,5.0,wiener,,6.228287220001221
F200710_SNOW4_10,F200710,SNOW,4,10.0,wiener,,5.101755857467651
F200710_SNOW4_20,F200710,SNOW,4,20.0,wiener,,3.032350540161133
F200710_SNOW4_inf,F200710,SNOW,4,inf,wiener,,
F200710_VACUUM0_-20,F200710,VACUUM,0,-20.0,wiener,,11.464108228683472
F200710_VACUUM0_-10,F200710,VACUUM,0,-10.0,wiener,,10.632548928260803
F200710_VACUUM0_-5,F200710,VACUUM,0,-5.0,wiener,,9.791045188903809
F200710_VACUUM0_0,F200710,VACUUM,0,0.0,wiener,,6.931185722351074
F200710_VACUUM0_5,F200710,VACUUM,0,5.0,wiener,,6.187229156494141
F200710_VACUUM0_10,F200710,VACUUM,0,10.0,wiener,,5.1817381381988525
F200710_VACUUM0_20,F200710,VACUUM,0,20.0,wiener,,3.7735509872436523
F200710_VACUUM0_inf,F200710,VACUUM,0,inf,wiener,,
F200710_VACUUM1_-20,F200710,VACUUM,1,-20.0,wiener,,11.053663492202759
F200710_VACUUM1_-10,F200710,VACUUM,1,-10.0,wiener,,10.022938994225115
F200710_VACUUM1_-5,F200710,VACUUM,1,-5.0,wiener,,9.248761236667633
F200710_VACUUM1_0,F200710,VACUUM,1,0.0,wiener,,8.257976770401001
F200710_VACUUM1_5,F200710,VACUUM,1,5.0,wiener,,6.886987686157227
F200710_VACUUM1_10,F200710,VACUUM,1,10.0,wiener,,5.820819139480591
F200710_VACUUM1_20,F200710,VACUUM,1,20.0,wiener,,4.228582382202148
F200710_VACUUM1_inf,F200710,VACUUM,1,inf,wiener,,
F200710_VACUUM2_-20,F200710,VACUUM,2,-20.0,wiener,,4.138884544372559
F200710_VACUUM2_-10,F200710,VACUUM,2,-10.0,wiener,,4.021839499473572
F200710_VACUUM2_-5,F200710,VACUUM,2,-5.0,wiener,,3.933776617050171
F200710_VACUUM2_0,F200710,VACUUM,2,0.0,wiener,,3.7583979964256287
F200710_VACUUM2_5,F200710,VACUUM,2,5.0,wiener,,3.4943825006484985
F200710_VACUUM2_10,F200710,VACUUM,2,10.0,wiener,,3.188685178756714
F200710_VACUUM2_20,F200710,VACUUM,2,20.0,wiener,,2.6120591163635254
