filename,speech_name,noise_name,realization,SNR,technique,llr,snrg
F200708_WASHING2_10,F200708,WASHING,2,10.0,noisy,,-3.457069396972656e-05
F200708_WASHING2_20,F200708,WASHING,2,20.0,noisy,,8.58306884765625e-05
F200708_WASHING2_inf,F200708,WASHING,2,inf,noisy,,
F200708_WASHING3_-20,F200708,WASHING,3,-20.0,noisy,,7.152557373046875e-06
F200708_WASHING3_-10,F200708,WASHING,3,-10.0,noisy,,1.9073486328125e-05
F200708_WASHING3_-5,F200708,WASHING,3,-5.0,noisy,,-4.410743713378906e-05
F200708_WASHING3_0,F200708,WASHING,3,0.0,noisy,,7.455094873876078e-05
F200708_WASHING3_5,F200708,WASHING,3,5.0,noisy,,7.62939453125e-05
F200708_WASHING3_10,F200708,WASHING,3,10.0,noisy,,2.2649765014648438e-05
F200708_WASHING3_20,F200708,WASHING,3,20.0,noisy,,-0.001024007797241211
F200708_WASHING3_inf,F200708,WASHING,3,inf,noisy,,
F200708_WASHING4_-20,F200708,WASHING,4,-20.0,noisy,,1.3113021850585938e-05
F200708_WASHING4_-10,F200708,WASHING,4,-10.0,noisy,,2.4437904357910156e-05
F200708_WASHING4_-5,F200708,WASHING,4,-5.0,noisy,,4.649162292480469e-05
F200708_WASHING4_0,F200708,WASHING,4,0.0,noisy,,4.55590634373948e-05
F200708_WASHING4_5,F200708,WASHING,4,5.0,noisy,,5.900859832763672e-05
F200708_WASHING4_10,F200708,WASHING,4,10.0,noisy,,0.0003337860107421875
F200708_WASHING4_20,F200708,WASHING,4,20.0,noisy,,-0.0001609325408935547
F200708_WASHING4_inf,F200708,WASHING,4,inf,noisy,,
F200709_SNOW0_-20,F200709,SNOW,0,-20.0,noisy,,-9.5367431640625e-05
F200709_SNOW0_-10,F200709,SNOW,0,-10.0,noisy,,-0.00029206275939941406
F200709_SNOW0_-5,F200709,SNOW,0,-5.0,noisy,,-0.0005120038986206055
F200709_SNOW0_0,F200709,SNOW,0,0.0,noisy,,-0.0009516724821878597
F200709_SNOW0_5,F200709,SNOW,0,5.0,noisy,,-0.0016897916793823242
F200709_SNOW0_10,F200709,SNOW,0,10.0,noisy,,-0.003097057342529297
F200709_SNOW0_20,F200709,SNOW,0,20.0,noisy,,-0.010540485382080078
F200709_SNOW0_inf,F200709,SNOW,0,inf,noisy,,
F200709_SNOW1_-20,F200709,SNOW,1,-20.0,noisy,,-8.58306884765625e-05
F200709_SNOW1_-10,F200709,SNOW,1,-10.0,noisy,,-0.00030159950256347656
F200709_SNOW1_-5,F200709,SNOW,1,-5.0,noisy,,-0.0005185604095458984
F200709_SNOW1_0,F200709,SNOW,1,0.0,noisy,,-0.0009029964712681249
F200709_SNOW1_5,F200709,SNOW,1,5.0,noisy,,-0.0017872452735900879
F200709_SNOW1_10,F200709,SNOW,1,10.0,noisy,,-0.0030106306076049805
F200709_SNOW1_20,F200709,SNOW,1,20.0,noisy,,-0.010790824890136719
F200709_SNOW1_inf,F200709,SNOW,1,inf,noisy,,
F200709_SNOW2_-20,F200709,SNOW,2,-20.0,noisy,,-5.245208740234375e-05
F200709_SNOW2_-10,F200709,SNOW,2,-10.0,noisy,,-0.00017642974853515625
F200709_SNOW2_-5,F200709,SNOW,2,-5.0,noisy,,-0.00028967857360839844
F200709_SNOW2_0,F200709,SNOW,2,0.0,noisy,,-0.000559690706722904
F200709_SNOW2_5,F200709,SNOW,2,5.0,noisy,,-0.0008222460746765137
F200709_SNOW2_10,F200709,SNOW,2,10.0,noisy,,-0.0017702579498291016
F200709_SNOW2_20,F200709,SNOW,2,20.0,noisy,,-0.006878376007080078
F200709_SNOW2_inf,F200709,SNOW,2,inf,noisy,,
F200709_SNOW3_-20,F200709,SNOW,3,-20.0,noisy,,-9.775161743164062e-05
F200709_SNOW3_-10,F200709,SNOW,3,-10.0,noisy,,-0.0003027915954589844
F200709_SNOW3_-5,F200709,SNOW,3,-5.0,noisy,,-0.0004947185516357422
F200709_SNOW3_0,F200709,SNOW,3,0.0,noisy,,-0.0009630648128222674
F200709_SNOW3_5,F200709,SNOW,3,5.0,noisy,,-0.0016769766807556152
F200709_SNOW3_10,F200709,SNOW,3,10.0,noisy,,-0.003197193145751953
F200709_SNOW3_20,F200709,SNOW,3,20.0,noisy,,-0.011188983917236328
F200709_SNOW3_inf,F200709,SNOW,3,inf,noisy,,
F200709_SNOW4_-20,F200709,SNOW,4,-20.0,noisy,,-6.198883056640625e-05
F200709_SNOW4_-10,F200709,SNOW,4,-10.0,noisy,,-0.00019431114196777344
F200709_SNOW4_-5,F200709,SNOW,4,-5.0,noisy,,-0.00037848949432373047
F200709_SNOW4_0,F200709,SNOW,4,0.0,noisy,,-0.0006037027560523711
F200709_SNOW4_5,F200709,SNOW,4,5.0,noisy,,-0.0011008977890014648
F200709_SNOW4_10,F200709,SNOW,4,10.0,noisy,,-0.001963376998901367
F200709_SNOW4_20,F200709,SNOW,4,20.0,noisy,,-0.007863044738769531
F200709_SNOW4_inf,F200709,SNOW,4,inf,noisy,,
F200709_VACUUM0_-20,F200709,VACUUM,0,-20.0,noisy,,-1.430511474609375e-05
F200709_VACUUM0_-10,F200709,VACUUM,0,-10.0,noisy,,-4.5299530029296875e-05
F200709_VACUUM0_-5,F200709,VACUUM,0,-5.0,noisy,,-0.00011205673217773438
F200709_VACUUM0_0,F200709,VACUUM,0,0.0,noisy,,-0.0001724039793771226
F200709_VACUUM0_5,F200709,VACUUM,0,5.0,noisy,,-0.0004056096076965332
F200709_VACUUM0_10,F200709,VACUUM,0,10.0,noisy,,-0.00048041343688964844
F200709_VACUUM0_20,F200709,VACUUM,0,20.0,noisy,,-0.002930164337158203
F200709_VACUUM0_inf,F200709,VACUUM,0,inf,noisy,,
F200709_VACUUM1_-20,F200709,VACUUM,1,-20.0,noisy,,-1.430511474609375e-05
F200709_VACUUM1_-10,F200709,VACUUM,1,-10.0,noisy,,-4.649162292480469e-05
F200709_VACUUM1_-5,F200709,VACUUM,1,-5.0,noisy,,-0.0001138448715209961
F200709_VACUUM1_0,F200709,VACUUM,1,0.0,noisy,,-0.00010017985005106311
F200709_VACUUM1_5,F200709,VACUUM,1,5.0,noisy,,-0.00033855438232421875
F200709_VACUUM1_10,F200709,VACUUM,1,10.0,noisy,,-0.0003445148468017578
F200709_VACUUM1_20,F200709,VACUUM,1,20.0,noisy,,-0.0027894973754882812
F200709_VACUUM1_inf,F200709,VACUUM,1,inf,noisy,,
F200709_VACUUM2_-20,F200709,VACUUM,2,-20.0,noisy,,-1.430511474609375e-05
F200709_VACUUM2_-10,F200709,VACUUM,2,-10.0,noisy,,-7.033348083496094e-05
F200709_VACUUM2_-5,F200709,VACUUM,2,-5.0,noisy,,-0.00012576580047607422
F200709_VACUUM2_0,F200709,VACUUM,2,0.0,noisy,,-0.00016204918210860342
F200709_VACUUM2_5,F200709,VACUUM,2,5.0,noisy,,-0.00028192996978759766
F200709_VACUUM2_10,F200709,VACUUM,2,10.0,noisy,,-0.000737309455871582
F200709_VACUUM2_20,F200709,VACUUM,2,20.0,noisy,,-0.0030350685119628906
F200709_VACUUM2_inf,F200709,VACUUM,2,inf,noisy,,
F200709_VACUUM3_-20,F200709,VACUUM,3,-20.0,noisy,,-1.6689300537109375e-05
F200709_VACUUM3_-10,F200709,VACUUM,3,-10.0,noisy,,-3.5762786865234375e-05
F200709_VACUUM3_-5,F200709,VACUUM,3,-5.0,noisy,,-0.00013887882232666016
F200709_VACUUM3_0,F200709,VACUUM,3,0.0,noisy,,-0.00025990289941546507
F200709_VACUUM3_5,F200709,VACUUM,3,5.0,noisy,,-0.00031620264053344727
F200709_VACUUM3_10,F200709,VACUUM,3,10.0,noisy,,-0.0006443262100219727
F200709_VACUUM3_20,F200709,VACUUM,3,20.0,noisy,,-0.003325939178466797
F200709_VACUUM3_inf,F200709,VACUUM,3,inf,noisy,,
F200709_VACUUM4_-20,F200709,VACUUM,4,-20.0,noisy,,-1.1920928955078125e-05
F200709_VACUUM4_-10,F200709,VACUUM,4,-10.0,noisy,,-5.4836273193359375e-05
F200709_VACUUM4_-5,F200709,VACUUM,4,-5.0,noisy,,-7.450580596923828e-05
F200709_VACUUM4_0,F200709,VACUUM,4,0.0,noisy,,-0.0001107933530875016
F200709_VACUUM4_5,F200709,VACUUM,4,5.0,noisy,,-0.00026851892471313477
F200709_VACUUM4_10,F200709,VACUUM,4,10.0,noisy,,-0.0006145238876342773
F200709_VACUUM4_20,F200709,VACUUM,4,20.0,noisy,,-0.002874135971069336
F200709_VACUUM4_inf,F200709,VACUUM,4,inf,noisy,,
F200709_WASHING0_-20,F200709,WASHING,0,-20.0,noisy,,5.9604644775390625e-06
F200709_WASHING0_-10,F200709,WASHING,0,-10.0,noisy,,2.086162567138672e-05
F200709_WASHING0_-5,F200709,WASHING,0,-5.0,noisy,,7.390975952148438e-05
F200709_WASHING0_0,F200709,WASHING,0,0.0,noisy,,0.00011700300092343241
F200709_WASHING0_5,F200709,WASHING,0,5.0,noisy,,0.00017344951629638672
F200709_WASHING0_10,F200709,WASHING,0,10.0,noisy,,0.0002467632293701172
F200709_WASHING0_20,F200709,WASHING,0,20.0,noisy,,-0.0008344650268554688
F200709_WASHING0_inf,F200709,WASHING,0,inf,noisy,,
F200709_WASHING1_-20,F200709,WASHING,1,-20.0,noisy,,1.3113021850585938e-05
F200709_WASHING1_-10,F200709,WASHING,1,-10.0,noisy,,4.470348358154297e-05
F200709_WASHING1_-5,F200709,WASHING,1,-5.0,noisy,,6.794929504394531e-05
F200709_WASHING1_0,F200709,WASHING,1,0.0,noisy,,0.0001734325269353576
F200709_WASHING1_5,F200709,WASHING,1,5.0,noisy,,0.00022351741790771484
F200709_WASHING1_10,F200709,WASHING,1,10.0,noisy,,0.0002980232238769531
F200709_WASHING1_20,F200709,WASHING,1,20.0,noisy,,-0.0004792213439941406
F200709_WASHING1_inf,F200709,WASHING,1,inf,noisy,,
F200709_WASHING2_-20,F200709,WASHING,2,-20.0,noisy,,1.0728836059570312e-05
F200709_WASHING2_-10,F200709,WASHING,2,-10.0,noisy,,3.0994415283203125e-05
F200709_WASHING2_-5,F200709,WASHING,2,-5.0,noisy,,6.884336471557617e-05
F200709_WASHING2_0,F200709,WASHING,2,0.0,noisy,,0.0001118259478971595
F200709_WASHING2_5,F200709,WASHING,2,5.0,noisy,,0.0002843141555786133
F200709_WASHING2_10,F200709,WASHING,2,10.0,noisy,,0.00012636184692382812
F200709_WASHING2_20,F200709,WASHING,2,20.0,noisy,,-0.0013208389282226562
F200709_WASHING2_inf,F200709,WASHING,2,inf,noisy,,
F200709_WASHING3_-20,F200709,WASHING,3,-20.0,noisy,,1.3113021850585938e-05
F200709_WASHING3_-10,F200709,WASHING,3,-10.0,noisy,,3.039836883544922e-05
F200709_WASHING3_-5,F200709,WASHING,3,-5.0,noisy,,0.00010192394256591797
F200709_WASHING3_0,F200709,WASHING,3,0.0,noisy,,5.021848664910067e-05
F200709_WASHING3_5,F200709,WASHING,3,5.0,noisy,,0.00023365020751953125
F200709_WASHING3_10,F200709,WASHING,3,10.0,noisy,,-0.00016391277313232422
F200709_WASHING3_20,F200709,WASHING,3,20.0,noisy,,-8.106231689453125e-05
F200709_WASHING3_inf,F200709,WASHING,3,inf,noisy,,
F200709_WASHING4_-20,F200709,WASHING,4,-20.0,noisy,,1.0728836059570312e-05
F200709_WASHING4_-10,F200709,WASHING,4,-10.0,noisy,,-1.1920928955078125e-06
F200709_WASHING4_-5,F200709,WASHING,4,-5.0,noisy,,9.834766387939453e-06
F200709_WASHING4_0,F200709,WASHING,4,0.0,noisy,,4.297049599699676e-05
F200709_WASHING4_5,F200709,WASHING,4,5.0,noisy,,0.00017762184143066406
F200709_WASHING4_10,F200709,WASHING,4,10.0,noisy,,9.179115295410156e-05
F200709_WASHING4_20,F200709,WASHING,4,20.0,noisy,,-0.00030159950256347656
F200709_WASHING4_inf,F200709,WASHING,4,inf,noisy,,
F200710_SNOW0_-20,F200710,SNOW,0,-20.0,noisy,,-7.152557373046875e-05
F200710_SNOW0_-10,F200710,SNOW,0,-10.0,noisy,,-0.00021576881408691406
F200710_SNOW0_-5,F200710,SNOW,0,-5.0,noisy,,-0.0003921985626220703
F200710_SNOW0_0,F200710,SNOW,0,0.0,noisy,,-0.0007681045826757327
F200710_SNOW0_5,F200710,SNOW,0,5.0,noisy,,-0.0013551115989685059
F200710_SNOW0_10,F200710,SNOW,0,10.0,noisy,,-0.0022846460342407227
F200710_SNOW0_20,F200710,SNOW,0,20.0,noisy,,-0.007214546203613281
F200710_SNOW0_inf,F200710,SNOW,0,inf,noisy,,
F200710_SNOW1_-20,F200710,SNOW,1,-20.0,noisy,,-8.821487426757812e-05
F200710_SNOW1_-10,F200710,SNOW,1,-10.0,noisy,,-0.00028133392333984375
F200710_SNOW1_-5,F200710,SNOW,1,-5.0,noisy,,-0.0004839897155761719
F200710_SNOW1_0,F200710,SNOW,1,0.0,noisy,,-0.000899112710612826
F200710_SNOW1_5,F200710,SNOW,1,5.0,noisy,,-0.00164717435836792
F200710_SNOW1_10,F200710,SNOW,1,10.0,noisy,,-0.0027495622634887695
F200710_SNOW1_20,F200710,SNOW,1,20.0,noisy,,-0.009043216705322266
F200710_SNOW1_inf,F200710,SNOW,1,inf,noisy,,
F200710_SNOW2_-20,F200710,SNOW,2,-20.0,noisy,,-6.437301635742188e-05
F200710_SNOW2_-10,F200710,SNOW,2,-10.0,noisy,,-0.0002181529998779297
F200710_SNOW2_-5,F200710,SNOW,2,-5.0,noisy,,-0.00041604042053222656
F200710_SNOW2_0,F200710,SNOW,2,0.0,noisy,,-0.0007033786823740229
F200710_SNOW2_5,F200710,SNOW,2,5.0,noisy,,-0.001181960105895996
F200710_SNOW2_10,F200710,SNOW,2,10.0,noisy,,-0.0024306774139404297
F200710_SNOW2_20,F200710,SNOW,2,20.0,noisy,,-0.0074541568756103516
F200710_SNOW2_inf,F200710,SNOW,2,inf,noisy,,
F200710_SNOW3_-20,F200710,SNOW,3,-20.0,noisy,,-8.344650268554688e-05
F200710_SNOW3_-10,F200710,SNOW,3,-10.0,noisy,,-0.0002598762512207031
F200710_SNOW3_-5,F200710,SNOW,3,-5.0,noisy,,-0.0004863739013671875
F200710_SNOW3_0,F200710,SNOW,3,0.0,noisy,,-0.0008188503852579743
F200710_SNOW3_5,F200710,SNOW,3,5.0,noisy,,-0.001658797264099121
F200710_SNOW3_10,F200710,SNOW,3,10.0,noisy,,-0.0026339292526245117
F200710_SNOW3_20,F200710,SNOW,3,20.0,noisy,,-0.009099245071411133
F200710_SNOW3_inf,F200710,SNOW,3,inf,noisy,,
F200710_SNOW4_-20,F200710,SNOW,4,-20.0,noisy,,-6.198883056640625e-05
F200710_SNOW4_-10,F200710,SNOW,4,-10.0,noisy,,-0.00021219253540039062
F200710_SNOW4_-5,F200710,SNOW,4,-5.0,noisy,,-0.00037848949432373047
F200710_SNOW4_0,F200710,SNOW,4,0.0,noisy,,-0.0006585889786947519
F200710_SNOW4_5,F200710,SNOW,4,5.0,noisy,,-0.0012603402137756348
F200710_SNOW4_10,F200710,SNOW,4,10.0,noisy,,-0.0022846460342407227
F200710_SNOW4_20,F200710,SNOW,4,20.0,noisy,,-0.00761866569519043
F200710_SNOW4_inf,F200710,SNOW,4,inf,noisy,,
F200710_VACUUM0_-20,F200710,VACUUM,0,-20.0,noisy,,-1.6689300537109375e-05
F200710_VACUUM0_-10,F200710,VACUUM,0,-10.0,noisy,,-4.76837158203125e-05
F200710_VACUUM0_-5,F200710,VACUUM,0,-5.0,noisy,,-7.927417755126953e-05
F200710_VACUUM0_0,F200710,VACUUM,0,0.0,noisy,,-7.765859663777519e-05
F200710_VACUUM0_5,F200710,VACUUM,0,5.0,noisy,,-0.00025957822799682617
F200710_VACUUM0_10,F200710,VACUUM,0,10.0,noisy,,-0.00024139881134033203
F200710_VACUUM0_20,F200710,VACUUM,0,20.0,noisy,,-0.0019025802612304688
F200710_VACUUM0_inf,F200710,VACUUM,0,inf,noisy,,
F200710_VACUUM1_-20,F200710,VACUUM,1,-20.0,noisy,,-4.76837158203125e-06
F200710_VACUUM1_-10,F200710,VACUUM,1,-10.0,noisy,,-4.410743713378906e-05
F200710_VACUUM1_-5,F200710,VACUUM,1,-5.0,noisy,,-5.543231964111328e-05
F200710_VACUUM1_0,F200710,VACUUM,1,0.0,noisy,,-0.00016023710486479104
F200710_VACUUM1_5,F200710,VACUUM,1,5.0,noisy,,-0.00015109777450561523
F200710_VACUUM1_10,F200710,VACUUM,1,10.0,noisy,,-0.0002789497375488281
F200710_VACUUM1_20,F200710,VACUUM,1,20.0,noisy,,-0.002022981643676758
F200710_VACUUM1_inf,F200710,VACUUM,1,inf,noisy,,
F200710_VACUUM2_-20,F200710,VACUUM,2,-20.0,noisy,,-2.1457672119140625e-05
F200710_VACUUM2_-10,F200710,VACUUM,2,-10.0,noisy,,-6.556510925292969e-05
F200710_VACUUM2_-5,F200710,VACUUM,2,-5.0,noisy,,-6.854534149169922e-05
F200710_VACUUM2_0,F200710,VACUUM,2,0.0,noisy,,-0.00015014121345302556
F200710_VACUUM2_5,F200710,VACUUM,2,5.0,noisy,,-0.0003966689109802246
F200710_VACUUM2_10,F200710,VACUUM,2,10.0,noisy,,-0.0007337331771850586
F200710_VACUUM2_20,F200710,VACUUM,2,20.0,noisy,,-0.0032448768615722656
F200710_VACUUM2_inf,F200710,VACUUM,2,inf,noisy,,
F200710_VACUUM3_-20,F200710,VACUUM,3,-20.0,noisy,,-3.0994415283203125e-05
F200710_VACUUM3_-10,F200710,VACUUM,3,-10.0,noisy,,-0.00010848045349121094
F200710_VACUUM3_-5,F200710,VACUUM,3,-5.0,noisy,,-0.00019073486328125
F200710_VACUUM3_0,F200710,VACUUM,3,0.0,noisy,,-0.00037639827496604994
F200710_VACUUM3_5,F200710,VACUUM,3,5.0,noisy,,-0.0005686283111572266
F200710_VACUUM3_10,F200710,VACUUM,3,10.0,noisy,,-0.0012135505676269531
F200710_VACUUM3_20,F200710,VACUUM,3,20.0,noisy,,-0.004343986511230469
F200710_VACUUM3_inf,F200710,VACUUM,3,inf,noisy,,
F200710_VACUUM4_-20,F200710,VACUUM,4,-20.0,noisy,,0.0
F200710_VACUUM4_-10,F200710,VACUUM,4,-10.0,noisy,,-3.457069396972656e-05
F200710_VACUUM4_-5,F200710,VACUUM,4,-5.0,noisy,,-4.7087669372558594e-05
F200710_VACUUM4_0,F200710,VACUUM,4,0.0,noisy,,-0.00013202044101490173
F200710_VACUUM4_5,F200710,VACUUM,4,5.0,noisy,,-0.0002637505531311035
F200710_VACUUM4_10,F200710,VACUUM,4,10.0,noisy,,-0.00041365623474121094
F200710_VACUUM4_20,F200710,VACUUM,4,20.0,noisy,,-0.0024759769439697266
F200710_VACUUM4_inf,F200710,VACUUM,4,inf,noisy,,
F200710_WASHING0_-20,F200710,WASHING,0,-20.0,noisy,,8.344650268554688e-06
F200710_WASHING0_-10,F200710,WASHING,0,-10.0,noisy,,1.609325408935547e-05
F200710_WASHING0_-5,F200710,WASHING,0,-5.0,noisy,,6.61611557006836e-05
F200710_WASHING0_0,F200710,WASHING,0,0.0,noisy,,8.179888936865609e-05
F200710_WASHING0_5,F200710,WASHING,0,5.0,noisy,,0.00019252300262451172
F200710_WASHING0_10,F200710,WASHING,0,10.0,noisy,,0.00022411346435546875
F200710_WASHING0_20,F200710,WASHING,0,20.0,noisy,,0.00017642974853515625
F200710_WASHING0_inf,F200710,WASHING,0,inf,noisy,,
F200710_WASHING1_-20,F200710,WASHING,1,-20.0,noisy,,3.5762786865234375e-06
F200710_WASHING1_-10,F200710,WASHING,1,-10.0,noisy,,2.086162567138672e-05
F200710_WASHING1_-5,F200710,WASHING,1,-5.0,noisy,,6.377696990966797e-05
F200710_WASHING1_0,F200710,WASHING,1,0.0,noisy,,3.26161966768268e-05
F200710_WASHING1_5,F200710,WASHING,1,5.0,noisy,,0.00013947486877441406
F200710_WASHING1_10,F200710,WASHING,1,10.0,noisy,,0.00028967857360839844
F200710_WASHING1_20,F200710,WASHING,1,20.0,noisy,,-0.0003838539123535156
F200710_WASHING1_inf,F200710,WASHING,1,inf,noisy,,
F200710_WASHING2_-20,F200710,WASHING,2,-20.0,noisy,,7.152557373046875e-06
F200710_WASHING2_-10,F200710,WASHING,2,-10.0,noisy,,1.728534698486328e-05
F200710_WASHING2_-5,F200710,WASHING,2,-5.0,noisy,,2.205371856689453e-05
F200710_WASHING2_0,F200710,WASHING,2,0.0,noisy,,3.106305030087242e-05
F200710_WASHING2_5,F200710,WASHING,2,5.0,noisy,,0.00011980533599853516
F200710_WASHING2_10,F200710,WASHING,2,10.0,noisy,,0.00023365020751953125
F200710_WASHING2_20,F200710,WASHING,2,20.0,noisy,,0.00032901763916015625
F200710_WASHING2_inf,F200710,WASHING,2,inf,noisy,,
F200710_WASHING3_-20,F200710,WASHING,3,-20.0,noisy,,3.5762786865234375e-06
F200710_WASHING3_-10,F200710,WASHING,3,-10.0,noisy,,1.728534698486328e-05
F200710_WASHING3_-5,F200710,WASHING,3,-5.0,noisy,,3.069639205932617e-05
F200710_WASHING3_0,F200710,WASHING,3,0.0,noisy,,5.487790531333303e-05
F200710_WASHING3_5,F200710,WASHING,3,5.0,noisy,,0.0001895427703857422
F200710_WASHING3_10,F200710,WASHING,3,10.0,noisy,,0.0002288818359375
F200710_WASHING3_20,F200710,WASHING,3,20.0,noisy,,0.0004863739013671875
F200710_WASHING3_inf,F200710,WASHING,3,inf,noisy,,
F200710_WASHING4_-20,F200710,WASHING,4,-20.0,noisy,,4.76837158203125e-06
F200710_WASHING4_-10,F200710,WASHING,4,-10.0,noisy,,3.3974647521972656e-05
F200710_WASHING4_-5,F200710,WASHING,4,-5.0,noisy,,7.539987564086914e-05
F200710_WASHING4_0,F200710,WASHING,4,0.0,noisy,,6.730299446644494e-05
F200710_WASHING4_5,F200710,WASHING,4,5.0,noisy,,0.00010192394256591797
F200710_WASHING4_10,F200710,WASHING,4,10.0,noisy,,0.0002562999725341797
F200710_WASHING4_20,F200710,WASHING,4,20.0,noisy,,4.0531158447265625e-05
F200710_WASHING4_inf,F200710,WASHING,4,inf,noisy,,
F200501_SNOW0_-20,F200501,SNOW,0,-20.0,wiener,,13.840667605400085
F200501_SNOW0_-10,F200501,SNOW,0,-10.0,wiener,,10.362176410853863
F200501_SNOW0_-5,F200501,SNOW,0,-5.0,wiener,,8.49505066871643
F200501_SNOW0_0,F200501,SNOW,0,0.0,wiener,,7.497559189796448
F200501_SNOW0_5,F200501,SNOW,0,5.0,wiener,,6.6342854499816895
F200501_SNOW0_10,F200501,SNOW,0,10.0,wiener,,5.645097494125366
F200501_SNOW0_20,F200501,SNOW,0,20.0,wiener,,2.625741958618164
F200501_SNOW0_inf,F200501,SNOW,0,inf,wiener,,
F200501_SNOW1_-20,F200501,SNOW,1,-20.0,wiener,,12.87859857082367
F200501_SNOW1_-10,F200501,SNOW,1,-10.0,wiener,,9.53798558562994
F200501_SNOW1_-5,F200501,SNOW,1,-5.0,wiener,,7.348294258117676
F200501_SNOW1_0,F200501,SNOW,1,0.0,wiener,,6.1231303215026855
F200501_SNOW1_5,F200501,SNOW,1,5.0,wiener,,5.824025869369507
F200501_SNOW1_10,F200501,SNOW,1,10.0,wiener,,4.827784299850464
F200501_SNOW1_20,F200501,SNOW,1,20.0,wiener,,2.325930595397949
F200501_SNOW1_inf,F200501,SNOW,1,inf,wiener,,
F200501_SNOW2_-20,F200501,SNOW,2,-20.0,wiener,,12.74139940738678
F200501_SNOW2_-10,F200501,SNOW,2,-10.0,wiener,,9.856224656105042
F200501_SNOW2_-5,F200501,SNOW,2,-5.0,wiener,,8.223806619644165
F200501_SNOW2_0,F200501,SNOW,2,0.0,wiener,,7.063722610473633
F200501_SNOW2_5,F200501,SNOW,2,5.0,wiener,,6.448678970336914
F200501_SNOW2_10,F200501,SNOW,2,10.0,wiener,,5.4827070236206055
F200501_SNOW2_20,F200501,SNOW,2,20.0,wiener,,2.253298759460449
F200501_SNOW2_inf,F200501,SNOW,2,inf,wiener,,
F200501_SNOW3_-20,F200501,SNOW,3,-20.0,wiener,,10.12579619884491
F200501_SNOW3_-10,F200501,SNOW,3,-10.0,wiener,,8.306495994329453
F200501_SNOW3_-5,F200501,SNOW,3,-5.0,wiener,,6.679811328649521
F200501_SNOW3_0,F200501,SNOW,3,0.0,wiener,,5.3402674198150635
F200501_SNOW3_5,F200501,SNOW,3,5.0,wiener,,4.88067626953125
F200501_SNOW3_10,F200501,SNOW,3,10.0,wiener,,4.330785274505615
F200501_SNOW3_20,F200501,SNOW,3,20.0,wiener,,2.173891067504883
F200501_SNOW3_inf,F200501,SNOW,3,inf,wiener,,
F200501_SNOW4_-20,F200501,SNOW,4,-20.0,wiener,,9.039368629455566
F200501_SNOW4_-10,F200501,SNOW,4,-10.0,wiener,,7.9916998744010925
F200501_SNOW4_-5,F200501,SNOW,4,-5.0,wiener,,7.415037453174591
F200501_SNOW4_0,F200501,SNOW,4,0.0,wiener,,6.937828063964844
F200501_SNOW4_5,F200501,SNOW,4,5.0,wiener,,6.037230491638184
F200501_SNOW4_10,F200501,SNOW,4,10.0,wiener,,5.168672800064087
F200501_SNOW4_20,F200501,SNOW,4,20.0,wiener,,2.975025177001953
F200501_SNOW4_inf,F200501,SNOW,4,inf,wiener,,
F200501_VACUUM0_-20,F200501,VACUUM,0,-20.0,wiener,,3.894444704055786
F200501_VACUUM0_-10,F200501,VACUUM,0,-10.0,wiener,,3.708604574203491
F200501_VACUUM0_-5,F200501,VACUUM,0,-5.0,wiener,,3.5979293286800385
F200501_VACUUM0_0,F200501,VACUUM,0,0.0,wiener,,3.439241647720337
F200501_VACUUM0_5,F200501,VACUUM,0,5.0,wiener,,3.2024437189102173
F200501_VACUUM0_10,F200501,VACUUM,0,10.0,wiener,,2.9034173488616943
F200501_VACUUM0_20,F200501,VACUUM,0,20.0,wiener,,1.6776061058044434
F200501_VACUUM0_inf,F200501,VACUUM,0,inf,wiener,,
F200501_VACUUM1_-20,F200501,VACUUM,1,-20.0,wiener,,6.233313083648682
F200501_VACUUM1_-10,F200501,VACUUM,1,-10.0,wiener,,6.013805568218231
F200501_VACUUM1_-5,F200501,VACUUM,1,-5.0,wiener,,5.84509089589119
F200501_VACUUM1_0,F200501,VACUUM,1,0.0,wiener,,5.5944037437438965
F200501_VACUUM1_5,F200501,VACUUM,1,5.0,wiener,,5.1198601722717285
F200501_VACUUM1_10,F200501,VACUUM,1,10.0,wiener,,4.4299232959747314
F200501_VACUUM1_20,F200501,VACUUM,1,20.0,wiener,,3.2425832748413086
F200501_VACUUM1_inf,F200501,VACUUM,1,inf,wiener,,
F200501_VACUUM2_-20,F200501,VACUUM,2,-20.0,wiener,,6.626520156860352
F200501_VACUUM2_-10,F200501,VACUUM,2,-10.0,wiener,,6.323363482952118
F200501_VACUUM2_-5,F200501,VACUUM,2,-5.0,wiener,,5.931715220212936
F200501_VACUUM2_0,F200501,VACUUM,2,0.0,wiener,,5.250161290168762
F200501_VACUUM2_5,F200501,VACUUM,2,5.0,wiener,,4.581456184387207
F200501_VACUUM2_10,F200501,VACUUM,2,10.0,wiener,,3.87945294380188
F200501_VACUUM2_20,F200501,VACUUM,2,20.0,wiener,,2.40525484085083
F200501_VACUUM2_inf,F200501,VACUUM,2,inf,wiener,,
F200501_VACUUM3_-20,F200501,VACUUM,3,-20.0,wiener,,7.19732403755188
F200501_VACUUM3_-10,F200501,VACUUM,3,-10.0,wiener,,7.0209527015686035
F200501_VACUUM3_-5,F200501,VACUUM,3,-5.0,wiener,,6.810418367385864
F200501_VACUUM3_0,F200501,VACUUM,3,0.0,wiener,,6.3804614543914795
