filename,speech_name,noise_name,realization,SNR,technique,pesq,stoi,srmr
F200708_SNOW2_-10,F200708,SNOW,2,-10.0,noisy,1.8083338737487793,0.35372600545080485,0.3359748024700089
F200708_SNOW2_-5,F200708,SNOW,2,-5.0,noisy,0.7572176456451416,0.4449568363953005,0.4460433164365432
F200708_SNOW2_0,F200708,SNOW,2,0.0,noisy,1.0517632961273193,0.5696896476385156,0.9470294886360722
F200708_SNOW2_5,F200708,SNOW,2,5.0,noisy,1.3745054006576538,0.7057820568992422,2.4398491043619686
F200708_SNOW2_10,F200708,SNOW,2,10.0,noisy,1.7400943040847778,0.8235231418076756,4.927278630113268
F200708_SNOW2_20,F200708,SNOW,2,20.0,noisy,2.4802613258361816,0.9604609327357995,7.997304055219906
F200708_SNOW2_inf,F200708,SNOW,2,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_SNOW3_-20,F200708,SNOW,3,-20.0,noisy,0.5310060977935791,0.35483815439672195,0.49110730153317145
F200708_SNOW3_-10,F200708,SNOW,3,-10.0,noisy,0.5248486399650574,0.43041795530396704,0.499158074937762
F200708_SNOW3_-5,F200708,SNOW,3,-5.0,noisy,0.8646141290664673,0.5119235583632152,0.6118423067483756
F200708_SNOW3_0,F200708,SNOW,3,0.0,noisy,1.0861313343048096,0.6215046329738589,1.1324111150734226
F200708_SNOW3_5,F200708,SNOW,3,5.0,noisy,1.397097110748291,0.7419262107465702,2.5940580564220648
F200708_SNOW3_10,F200708,SNOW,3,10.0,noisy,1.7559698820114136,0.8509974089063683,4.905414523293062
F200708_SNOW3_20,F200708,SNOW,3,20.0,noisy,2.509153366088867,0.9703132596633897,7.873302938732424
F200708_SNOW3_inf,F200708,SNOW,3,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_SNOW4_-20,F200708,SNOW,4,-20.0,noisy,0.3254864811897278,0.331649632732203,0.3321702298547852
F200708_SNOW4_-10,F200708,SNOW,4,-10.0,noisy,1.9237865209579468,0.39007973543152386,0.34494909305805055
F200708_SNOW4_-5,F200708,SNOW,4,-5.0,noisy,0.7438267469406128,0.46871776623897754,0.4502514006946166
F200708_SNOW4_0,F200708,SNOW,4,0.0,noisy,1.0077919960021973,0.583503042939625,0.9278540066640459
F200708_SNOW4_5,F200708,SNOW,4,5.0,noisy,1.3387078046798706,0.7103828801881574,2.355152984729402
F200708_SNOW4_10,F200708,SNOW,4,10.0,noisy,1.7209813594818115,0.8248334224424031,4.793230542425752
F200708_SNOW4_20,F200708,SNOW,4,20.0,noisy,2.4872310161590576,0.9632597580892376,7.9395115739036735
F200708_SNOW4_inf,F200708,SNOW,4,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_VACUUM0_-20,F200708,VACUUM,0,-20.0,noisy,3.1716718673706055,0.40703664067227174,0.5889057932046718
F200708_VACUUM0_-10,F200708,VACUUM,0,-10.0,noisy,3.063336133956909,0.5198901290841281,0.7001357041857104
F200708_VACUUM0_-5,F200708,VACUUM,0,-5.0,noisy,1.1640766859054565,0.5892030256483785,1.0959043261977792
F200708_VACUUM0_0,F200708,VACUUM,0,0.0,noisy,1.2612859010696411,0.6631232631601646,2.2384252536243583
F200708_VACUUM0_5,F200708,VACUUM,0,5.0,noisy,1.4429696798324585,0.7407468266013076,4.340667757378594
F200708_VACUUM0_10,F200708,VACUUM,0,10.0,noisy,1.7007627487182617,0.8199336179521314,6.463736204837152
F200708_VACUUM0_20,F200708,VACUUM,0,20.0,noisy,2.2986090183258057,0.9379200220835078,8.217397480566902
F200708_VACUUM0_inf,F200708,VACUUM,0,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_VACUUM1_-20,F200708,VACUUM,1,-20.0,noisy,0.9752638339996338,0.42181036074456385,1.6946643373387593
F200708_VACUUM1_-10,F200708,VACUUM,1,-10.0,noisy,1.6642801761627197,0.5564300104961014,1.909552568966569
F200708_VACUUM1_-5,F200708,VACUUM,1,-5.0,noisy,1.4944572448730469,0.6224644780136538,2.5698090200495645
F200708_VACUUM1_0,F200708,VACUUM,1,0.0,noisy,1.5564364194869995,0.6886484917477245,4.056748792208938
F200708_VACUUM1_5,F200708,VACUUM,1,5.0,noisy,1.6889070272445679,0.7626756614058751,5.975675828959755
F200708_VACUUM1_10,F200708,VACUUM,1,10.0,noisy,1.9113012552261353,0.839198300503757,7.371767308813071
F200708_VACUUM1_20,F200708,VACUUM,1,20.0,noisy,2.426146984100342,0.9454807134405117,8.345802308402678
F200708_VACUUM1_inf,F200708,VACUUM,1,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_VACUUM2_-20,F200708,VACUUM,2,-20.0,noisy,1.2670187950134277,0.3842620700872212,0.63956442204621
F200708_VACUUM2_-10,F200708,VACUUM,2,-10.0,noisy,1.323487401008606,0.49842253467255904,0.7401726282866521
F200708_VACUUM2_-5,F200708,VACUUM,2,-5.0,noisy,1.1531180143356323,0.5724138073563753,1.1255331169412057
F200708_VACUUM2_0,F200708,VACUUM,2,0.0,noisy,1.280741572380066,0.6575197235523561,2.2052555511724545
F200708_VACUUM2_5,F200708,VACUUM,2,5.0,noisy,1.4810516834259033,0.7537208721755285,4.193287551636498
F200708_VACUUM2_10,F200708,VACUUM,2,10.0,noisy,1.7504713535308838,0.841234830017123,6.2627911770491975
F200708_VACUUM2_20,F200708,VACUUM,2,20.0,noisy,2.3600118160247803,0.9555065340615303,8.142602465333821
F200708_VACUUM2_inf,F200708,VACUUM,2,inf,noisy,4.5,0.9999999999999991,8.533069272463527
F200708_VACUUM3_-20,F200708,VACUUM,3,-20.0,noisy,0.3204870820045471,0.397285256090154,0.8934502166675236
F200708_VACUUM3_-10,F200708,VACUUM,3,-10.0,noisy,0.560706615447998,0.48997814051853833,0.915004879140073
F200708_VACUUM3_-5,F200708,VACUUM,3,-5.0,noisy,1.0313916206359863,0.5564962046235197,1.1912615935121604
F200708_VACUUM3_0,F200708,VACUUM,3,0.0,noisy,1.1652323007583618,0.6415323004746543,2.1072312430176163
F200708_VACUUM3_5,F200708,VACUUM,3,5.0,noisy,1.3965092897415161,0.7390979342376262,3.992568543514621
F200708_VACUUM3_10,F200708,VACUUM,3,10.0,noisy,1.7096736431121826,0.8326829639366835,6.132664717593544
