filename,speech_name,noise_name,realization,SNR,technique,pesq,stoi,srmr,llr,csii
F200505_WASHING3_10,F200505,WASHING,3,10,noisy,2.66156649589539,0.90857316264698,8.25401986719443,0.214154523466863,0.866355694022642
F200505_WASHING3_20,F200505,WASHING,3,20,noisy,3.5657913684845,0.966107633771041,10.7595498558637,0.0730620534024951,0.9942241735135
F200505_WASHING3_inf,F200505,WASHING,3,Inf,noisy,4.5,0.999999999999999,11.1614627943149,0,1
F200505_WASHING4_-20,F200505,WASHING,4,-20,noisy,0.363063305616379,0.314825404435134,0.41284403887395,1.04186293129668,0.0131865450299575
F200505_WASHING4_-10,F200505,WASHING,4,-10,noisy,0.908137500286102,0.528683204607837,0.566646494102338,0.864861022889759,0.22686985174253
F200505_WASHING4_-5,F200505,WASHING,4,-5,noisy,1.32595252990723,0.662059984134878,1.07623396164172,0.715970392395466,0.384432374636469
F200505_WASHING4_0,F200505,WASHING,4,0,noisy,1.76974296569824,0.768648408955348,2.50064676630836,0.54158937149848,0.541967299303184
F200505_WASHING4_5,F200505,WASHING,4,5,noisy,2.21278595924377,0.84324440940186,5.10340897304354,0.373756386255044,0.700521802038406
F200505_WASHING4_10,F200505,WASHING,4,10,noisy,2.62709474563599,0.896636004506993,7.90217289814722,0.236791974827082,0.860330933142428
F200505_WASHING4_20,F200505,WASHING,4,20,noisy,3.48765707015991,0.965175655969264,10.57982032326,0.0822253485776908,0.994995182121549
F200505_WASHING4_inf,F200505,WASHING,4,Inf,noisy,4.5,0.999999999999999,11.1614627943149,0,1
F200506_SNOW0_-20,F200506,SNOW,0,-20,noisy,0.538786172866821,0.226685351116863,0.500091627024358,1.45036324828613,7.4062445596691e-06
F200506_SNOW0_-10,F200506,SNOW,0,-10,noisy,0.558872818946838,0.283743832126546,0.540480759177235,1.40217405108105,0.0157290628312234
F200506_SNOW0_-5,F200506,SNOW,0,-5,noisy,0.584045171737671,0.379500327427375,0.714044671372663,1.31047715874527,0.0717854988727439
F200506_SNOW0_0,F200506,SNOW,0,0,noisy,1.0639374256134,0.527399740640113,1.44693494156091,1.14615744835348,0.182036298790541
F200506_SNOW0_5,F200506,SNOW,0,5,noisy,1.44684135913849,0.692045609925391,3.65137262705151,0.902892761712732,0.331094100179283
F200506_SNOW0_10,F200506,SNOW,0,10,noisy,1.8014714717865,0.830785541842288,7.78607887287172,0.638815393195914,0.489000828683877
F200506_SNOW0_20,F200506,SNOW,0,20,noisy,2.59608149528503,0.971019577721203,14.8560660995677,0.243156850037559,0.799084321199943
F200506_SNOW0_inf,F200506,SNOW,0,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_SNOW1_-20,F200506,SNOW,1,-20,noisy,0.584248542785645,0.278573635763746,0.303218227895374,1.40706864766351,0.000721441373757388
F200506_SNOW1_-10,F200506,SNOW,1,-10,noisy,0.587883412837982,0.348156041743528,0.35976265366332,1.36251508232985,0.0158136289056074
F200506_SNOW1_-5,F200506,SNOW,1,-5,noisy,0.802791237831116,0.437845322842364,0.569877506057089,1.28172502723829,0.0791790050257614
F200506_SNOW1_0,F200506,SNOW,1,0,noisy,1.13019716739655,0.574334337820329,1.35724903527375,1.13646802257903,0.203218553384096
F200506_SNOW1_5,F200506,SNOW,1,5,noisy,1.50689458847046,0.723937599723288,3.59458044576091,0.905390489633997,0.354684248856328
F200506_SNOW1_10,F200506,SNOW,1,10,noisy,1.88120710849762,0.848827288756319,7.81257871466539,0.645321890683663,0.512637395123738
F200506_SNOW1_20,F200506,SNOW,1,20,noisy,2.68748760223389,0.975112875700663,14.9587105445002,0.249891630155843,0.824768195362829
F200506_SNOW1_inf,F200506,SNOW,1,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_SNOW2_-20,F200506,SNOW,2,-20,noisy,1.89163064956665,0.21018687986884,0.453155168175719,1.47817577665469,0.000984437876087547
F200506_SNOW2_-10,F200506,SNOW,2,-10,noisy,1.9582222700119,0.288383740944059,0.471858734968872,1.42437899292441,0.0292239508676279
F200506_SNOW2_-5,F200506,SNOW,2,-5,noisy,0.865144073963165,0.399279832290455,0.641023974807872,1.32885740667564,0.0848394958506342
F200506_SNOW2_0,F200506,SNOW,2,0,noisy,1.1754469871521,0.55177648636449,1.40717378281002,1.1496879559752,0.194119221943983
F200506_SNOW2_5,F200506,SNOW,2,5,noisy,1.51443636417389,0.713867892857284,3.68024740766327,0.902016998920086,0.34270552399646
F200506_SNOW2_10,F200506,SNOW,2,10,noisy,1.84545469284058,0.84708733249973,7.90107863213439,0.648521724885903,0.499468016988523
F200506_SNOW2_20,F200506,SNOW,2,20,noisy,2.63159871101379,0.976955865277495,14.9306843069787,0.251361542229849,0.807349620647962
F200506_SNOW2_inf,F200506,SNOW,2,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_SNOW3_-20,F200506,SNOW,3,-20,noisy,0.269448786973953,0.269033784415318,0.281164967289223,1.20967476220985,9.0621172300213e-05
F200506_SNOW3_-10,F200506,SNOW,3,-10,noisy,0.999217927455902,0.37456346210888,0.334970170232822,1.13993533160965,0.0275049172023092
F200506_SNOW3_-5,F200506,SNOW,3,-5,noisy,1.00043177604675,0.477308415901322,0.557588681460015,1.03214608260713,0.119555214494039
F200506_SNOW3_0,F200506,SNOW,3,0,noisy,1.34164011478424,0.604945848630985,1.41863528933246,0.85815067698904,0.258951836459343
F200506_SNOW3_5,F200506,SNOW,3,5,noisy,1.64055168628693,0.737657918815776,3.85555176611153,0.651222999470617,0.413307610065601
F200506_SNOW3_10,F200506,SNOW,3,10,noisy,1.98081588745117,0.85376943887579,8.26354059153554,0.444914961617231,0.572075866751424
F200506_SNOW3_20,F200506,SNOW,3,20,noisy,2.81650567054749,0.971462024478738,15.2451390853086,0.158206669403951,0.875321725813207
F200506_SNOW3_inf,F200506,SNOW,3,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_SNOW4_-20,F200506,SNOW,4,-20,noisy,0.677656352519989,0.259410771232412,0.317844099513437,1.42475077724199,0.000655548655048874
F200506_SNOW4_-10,F200506,SNOW,4,-10,noisy,0.763593375682831,0.344469383518017,0.354395486004447,1.37325471335619,0.0184014862389274
F200506_SNOW4_-5,F200506,SNOW,4,-5,noisy,0.926702678203583,0.446906012909717,0.556867076052865,1.27965442123359,0.0642708179949148
F200506_SNOW4_0,F200506,SNOW,4,0,noisy,1.16306257247925,0.584290100092732,1.37080408208612,1.11122775786974,0.172824765006692
F200506_SNOW4_5,F200506,SNOW,4,5,noisy,1.49468731880188,0.72757924380602,3.70293967760195,0.875363144776067,0.329696212821586
F200506_SNOW4_10,F200506,SNOW,4,10,noisy,1.83930218219757,0.852457484789683,8.00771699267969,0.62479747518566,0.492161133587266
F200506_SNOW4_20,F200506,SNOW,4,20,noisy,2.62233304977417,0.976539876255173,15.1483315456116,0.243971610652258,0.809711834025643
F200506_SNOW4_inf,F200506,SNOW,4,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_VACUUM0_-20,F200506,VACUUM,0,-20,noisy,0.524673223495483,0.285559304264517,1.23191824958225,1.83125141474266,0.0449424867900353
F200506_VACUUM0_-10,F200506,VACUUM,0,-10,noisy,0.491477876901627,0.430522532832254,1.47994180240307,1.80781876718611,0.16908708142251
F200506_VACUUM0_-5,F200506,VACUUM,0,-5,noisy,1.27812767028809,0.525954513138306,2.31720313556522,1.75154163855555,0.25237373722007
F200506_VACUUM0_0,F200506,VACUUM,0,0,noisy,1.45767641067505,0.628386417921528,4.58745002475341,1.62887639933466,0.345889787800998
F200506_VACUUM0_5,F200506,VACUUM,0,5,noisy,1.69593846797943,0.735256933262908,8.53173988129294,1.42495120522292,0.450991805931939
F200506_VACUUM0_10,F200506,VACUUM,0,10,noisy,1.93850946426392,0.834230513677769,12.4948136161745,1.14429423215706,0.559702034669232
F200506_VACUUM0_20,F200506,VACUUM,0,20,noisy,2.5212345123291,0.958917961635017,16.0780141707311,0.605896377583738,0.745241309957092
F200506_VACUUM0_inf,F200506,VACUUM,0,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_VACUUM1_-20,F200506,VACUUM,1,-20,noisy,0.493848383426666,0.314306123077162,0.58488826071258,1.81928613526383,0.0389523924835154
F200506_VACUUM1_-10,F200506,VACUUM,1,-10,noisy,0.67255562543869,0.441180592372233,0.783367260057871,1.80273130570734,0.148586646840159
F200506_VACUUM1_-5,F200506,VACUUM,1,-5,noisy,1.18503451347351,0.529818774241677,1.4416971088981,1.74355982765345,0.227253902096288
F200506_VACUUM1_0,F200506,VACUUM,1,0,noisy,1.37840497493744,0.632505516247381,3.33864019162275,1.62937956010984,0.322448907749612
F200506_VACUUM1_5,F200506,VACUUM,1,5,noisy,1.63784635066986,0.727974494105495,7.08587995615944,1.43322620962659,0.431961029298386
F200506_VACUUM1_10,F200506,VACUUM,1,10,noisy,1.88687717914581,0.817306428303576,11.4767622590757,1.16827822422047,0.550738813985605
F200506_VACUUM1_20,F200506,VACUUM,1,20,noisy,2.47604393959045,0.957818264071107,15.9759339323031,0.623324741176486,0.74816456481282
F200506_VACUUM1_inf,F200506,VACUUM,1,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_VACUUM2_-20,F200506,VACUUM,2,-20,noisy,1.39019393920898,0.307206451062647,0.471768762121167,1.83179276920378,0.0403962278634846
F200506_VACUUM2_-10,F200506,VACUUM,2,-10,noisy,1.11139702796936,0.445797347450872,0.545471328081128,1.81506861753752,0.150714403885663
F200506_VACUUM2_-5,F200506,VACUUM,2,-5,noisy,1.22479748725891,0.536959877833659,0.817272945442423,1.77207142565785,0.228590651906481
F200506_VACUUM2_0,F200506,VACUUM,2,0,noisy,1.39502835273743,0.623068394214975,1.747038730756,1.67657640996855,0.321977795592937
F200506_VACUUM2_5,F200506,VACUUM,2,5,noisy,1.62288320064545,0.704980809803843,4.21191767150528,1.49641953578774,0.428328509692314
F200506_VACUUM2_10,F200506,VACUUM,2,10,noisy,1.85847151279449,0.793042853378431,8.56185115848902,1.21093773340646,0.54566032429888
F200506_VACUUM2_20,F200506,VACUUM,2,20,noisy,2.46824979782104,0.940774039033733,15.3324346772612,0.62611883153918,0.756733023140148
F200506_VACUUM2_inf,F200506,VACUUM,2,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_VACUUM3_-20,F200506,VACUUM,3,-20,noisy,0.925412535667419,0.313573077829976,0.534297350326585,1.81985800190238,0.0310393961713949
F200506_VACUUM3_-10,F200506,VACUUM,3,-10,noisy,0.921786189079285,0.434082105110149,0.664480341618682,1.79649711778216,0.137018632218421
F200506_VACUUM3_-5,F200506,VACUUM,3,-5,noisy,1.06866848468781,0.526992309610226,1.20096888954186,1.73571693696517,0.223324069801364
F200506_VACUUM3_0,F200506,VACUUM,3,0,noisy,1.28398931026459,0.633389495141644,2.86021484738768,1.60989479992503,0.323058499754058
F200506_VACUUM3_5,F200506,VACUUM,3,5,noisy,1.55175113677979,0.726948933068134,6.34208284131812,1.39658656720499,0.437905889563084
F200506_VACUUM3_10,F200506,VACUUM,3,10,noisy,1.81590485572815,0.813721984963631,10.7554355385269,1.12410731275159,0.555671093162672
F200506_VACUUM3_20,F200506,VACUUM,3,20,noisy,2.42895245552063,0.954168587291831,15.6921098608824,0.567103364334279,0.758413262194523
F200506_VACUUM3_inf,F200506,VACUUM,3,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_VACUUM4_-20,F200506,VACUUM,4,-20,noisy,0.768300354480743,0.320003858861261,1.05517759871053,1.82123035371439,0.0379965641051077
F200506_VACUUM4_-10,F200506,VACUUM,4,-10,noisy,1.83862674236298,0.442821957108316,1.16789557734012,1.80167695318661,0.143030476265902
F200506_VACUUM4_-5,F200506,VACUUM,4,-5,noisy,0.699076771736145,0.535409776472998,1.59297981691499,1.73560509403957,0.223964615182007
F200506_VACUUM4_0,F200506,VACUUM,4,0,noisy,1.44836843013763,0.631354416353948,2.96572224804796,1.59513144578412,0.326362599037694
F200506_VACUUM4_5,F200506,VACUUM,4,5,noisy,1.69100439548492,0.728764980589115,6.09470891099025,1.3631356354052,0.444855836746249
F200506_VACUUM4_10,F200506,VACUUM,4,10,noisy,1.9202002286911,0.825873830469834,10.4723892384199,1.0796295958954,0.570292496982716
F200506_VACUUM4_20,F200506,VACUUM,4,20,noisy,2.59279251098633,0.958706428269022,15.7545964601554,0.544050614892236,0.776990312495615
F200506_VACUUM4_inf,F200506,VACUUM,4,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_WASHING0_-20,F200506,WASHING,0,-20,noisy,0.228902548551559,0.324327659161702,0.483058800346105,1.16243636030046,0.0185144770631488
F200506_WASHING0_-10,F200506,WASHING,0,-10,noisy,0.939578533172607,0.5090339834601,0.695636946904484,0.966335278646406,0.182676266555774
F200506_WASHING0_-5,F200506,WASHING,0,-5,noisy,1.33539915084839,0.646733946592664,1.36031341952962,0.794876325001831,0.331955796104884
F200506_WASHING0_0,F200506,WASHING,0,0,noisy,1.71996474266052,0.773782881656409,3.25943441279246,0.597290732376053,0.488727096530081
F200506_WASHING0_5,F200506,WASHING,0,5,noisy,2.09734535217285,0.864562288937485,7.02573974225174,0.411494949071823,0.649382623817121
F200506_WASHING0_10,F200506,WASHING,0,10,noisy,2.4954822063446,0.923859262146189,11.5113478242066,0.265322573742821,0.805281378230742
F200506_WASHING0_20,F200506,WASHING,0,20,noisy,3.38507533073425,0.982957891453057,15.9915035687483,0.0976995122774802,0.987940806068496
F200506_WASHING0_inf,F200506,WASHING,0,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_WASHING1_-20,F200506,WASHING,1,-20,noisy,0.311400473117828,0.276546661018832,0.487212605408875,1.12914890582842,0.0202430874704153
F200506_WASHING1_-10,F200506,WASHING,1,-10,noisy,0.923273205757141,0.488146023894267,0.701918453331983,0.943688443943708,0.168064453879782
F200506_WASHING1_-5,F200506,WASHING,1,-5,noisy,1.34822845458984,0.646652203413956,1.34965757313096,0.777096769641606,0.314500177653774
F200506_WASHING1_0,F200506,WASHING,1,0,noisy,1.7191823720932,0.78486991040318,3.26625059785107,0.587781730534133,0.474999231881887
F200506_WASHING1_5,F200506,WASHING,1,5,noisy,2.08962941169739,0.883538719871254,7.07542995701884,0.411143035408408,0.637261963066391
F200506_WASHING1_10,F200506,WASHING,1,10,noisy,2.48441624641418,0.939964908964766,11.5112664595213,0.268073344032994,0.794139633750479
F200506_WASHING1_20,F200506,WASHING,1,20,noisy,3.32413554191589,0.984271796765358,15.9504736884674,0.097225974301928,0.985650374114191
F200506_WASHING1_inf,F200506,WASHING,1,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_WASHING2_-20,F200506,WASHING,2,-20,noisy,0.434636026620865,0.328945007211813,0.374642580170223,1.16441193207373,0.0253829260050532
F200506_WASHING2_-10,F200506,WASHING,2,-10,noisy,0.974605917930603,0.543837000433126,0.586208024779842,0.974540511274147,0.20192843339982
F200506_WASHING2_-5,F200506,WASHING,2,-5,noisy,1.36208426952362,0.679532308527518,1.32303157501149,0.797000549134133,0.344504472745593
F200506_WASHING2_0,F200506,WASHING,2,0,noisy,1.75082850456238,0.795974352793549,3.48977263968044,0.596758431421157,0.498467095454167
F200506_WASHING2_5,F200506,WASHING,2,5,noisy,2.12037134170532,0.876535785053786,7.64582566738002,0.412232765654094,0.657230960696949
F200506_WASHING2_10,F200506,WASHING,2,10,noisy,2.51013541221619,0.928641606636853,12.1809028047454,0.264761834694046,0.809112921331482
F200506_WASHING2_20,F200506,WASHING,2,20,noisy,3.39277577400208,0.981644975828134,16.2408632698359,0.0943686949796976,0.984763280805072
F200506_WASHING2_inf,F200506,WASHING,2,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_WASHING3_-20,F200506,WASHING,3,-20,noisy,0.461745530366898,0.304729704040479,0.450733712760065,1.13310773835128,0.0182910128602405
F200506_WASHING3_-10,F200506,WASHING,3,-10,noisy,0.937585830688477,0.503076049521354,0.627907629698092,0.961624711956673,0.168173411943848
F200506_WASHING3_-5,F200506,WASHING,3,-5,noisy,1.32710742950439,0.651675432666453,1.22511172315513,0.792718242783653,0.318069251442494
F200506_WASHING3_0,F200506,WASHING,3,0,noisy,1.73382472991943,0.787714030203214,3.04099207069213,0.601991643260247,0.476074782291879
F200506_WASHING3_5,F200506,WASHING,3,5,noisy,2.10487079620361,0.883046927434982,6.82927797802416,0.418370689340082,0.637369666275436
F200506_WASHING3_10,F200506,WASHING,3,10,noisy,2.48552083969116,0.938043721928171,11.3872695384071,0.268288422166533,0.794954607448608
F200506_WASHING3_20,F200506,WASHING,3,20,noisy,3.37889432907104,0.983608892332909,15.9355933465645,0.0921369522127001,0.985944380980602
F200506_WASHING3_inf,F200506,WASHING,3,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200506_WASHING4_-20,F200506,WASHING,4,-20,noisy,0.509541749954224,0.340102804507583,0.39876032288391,1.16539953513852,0.0285710519817501
F200506_WASHING4_-10,F200506,WASHING,4,-10,noisy,1.00246858596802,0.554595037091741,0.661289817276144,0.969883495183255,0.211648975361893
F200506_WASHING4_-5,F200506,WASHING,4,-5,noisy,1.38385188579559,0.689926372596502,1.43219622564836,0.792588434805087,0.36037427957383
F200506_WASHING4_0,F200506,WASHING,4,0,noisy,1.7612692117691,0.803665467317066,3.56761484080416,0.590927892578625,0.517454242913997
F200506_WASHING4_5,F200506,WASHING,4,5,noisy,2.12622547149658,0.884523659844528,7.54054291057587,0.406354804003135,0.677974064208345
F200506_WASHING4_10,F200506,WASHING,4,10,noisy,2.53850793838501,0.934797356304246,11.9483301180358,0.258686706289246,0.829130840100113
F200506_WASHING4_20,F200506,WASHING,4,20,noisy,3.4430239200592,0.981973779268823,16.10049979007,0.0885074692394815,0.989480853534851
F200506_WASHING4_inf,F200506,WASHING,4,Inf,noisy,4.5,0.999999999999999,16.7915139257483,0,1
F200507_SNOW0_-20,F200507,SNOW,0,-20,noisy,0.571188986301422,0.278128305860671,0.348579466104327,1.36077391082796,0.000923153051229385
F200507_SNOW0_-10,F200507,SNOW,0,-10,noisy,0.777805864810944,0.351951834623325,0.383042596386549,1.31690378612826,0.0468702593481027
F200507_SNOW0_-5,F200507,SNOW,0,-5,noisy,0.9968301653862,0.44318997821189,0.567084084321849,1.23828386892811,0.135941667077765
F200507_SNOW0_0,F200507,SNOW,0,0,noisy,1.31755101680756,0.570578867363648,1.30824965669228,1.08147492410493,0.26101391379002
F200507_SNOW0_5,F200507,SNOW,0,5,noisy,1.67672479152679,0.707075106904901,3.39272855981071,0.862216436167426,0.411169220082963
F200507_SNOW0_10,F200507,SNOW,0,10,noisy,2.01780271530151,0.827989145691197,6.97112142800305,0.620712470567283,0.568661739713579
F200507_SNOW0_20,F200507,SNOW,0,20,noisy,2.78126859664917,0.963175575003386,12.083728162297,0.238411499060548,0.872508634582579
F200507_SNOW0_inf,F200507,SNOW,0,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_SNOW1_-20,F200507,SNOW,1,-20,noisy,1.1875467300415,0.293087475350562,0.510288434910333,1.43336943691195,0.000255126158874417
F200507_SNOW1_-10,F200507,SNOW,1,-10,noisy,0.82560920715332,0.354992347801272,0.544192301967231,1.38874325277038,0.0349167585831044
F200507_SNOW1_-5,F200507,SNOW,1,-5,noisy,1.06176543235779,0.440308025932223,0.740383325186129,1.30779321726167,0.114910025575264
F200507_SNOW1_0,F200507,SNOW,1,0,noisy,1.33276689052582,0.56414966838525,1.52811399728513,1.15411997472133,0.242261074657869
F200507_SNOW1_5,F200507,SNOW,1,5,noisy,1.66162014007568,0.704297528543135,3.62044685185453,0.915706278790775,0.395203807175919
F200507_SNOW1_10,F200507,SNOW,1,10,noisy,2.00979328155518,0.829983785987321,7.08632596683795,0.652101358499171,0.5554487454692
F200507_SNOW1_20,F200507,SNOW,1,20,noisy,2.74281072616577,0.968963413629085,12.0304763593588,0.249990870640578,0.863986090113152
F200507_SNOW1_inf,F200507,SNOW,1,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_SNOW2_-20,F200507,SNOW,2,-20,noisy,0.839452147483826,0.26557654087234,0.393007979702837,1.43518692194447,4.0456011836686e-05
F200507_SNOW2_-10,F200507,SNOW,2,-10,noisy,0.530142843723297,0.326788799729365,0.443458730556417,1.39768845811986,0.031462690322695
F200507_SNOW2_-5,F200507,SNOW,2,-5,noisy,1.07216823101044,0.414646355630417,0.670670516256559,1.31798575234293,0.111142558784885
F200507_SNOW2_0,F200507,SNOW,2,0,noisy,1.37453138828278,0.54406079533327,1.51506987147885,1.15805791790799,0.244459196114983
F200507_SNOW2_5,F200507,SNOW,2,5,noisy,1.72063660621643,0.685993905506002,3.74335037196839,0.915449208402884,0.400877153760079
F200507_SNOW2_10,F200507,SNOW,2,10,noisy,2.05722212791443,0.813849842144444,7.33219991599317,0.653406743552714,0.562343144097843
F200507_SNOW2_20,F200507,SNOW,2,20,noisy,2.78923225402832,0.96298877858805,12.1955439237793,0.253911017693645,0.868565445147328
F200507_SNOW2_inf,F200507,SNOW,2,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_SNOW3_-20,F200507,SNOW,3,-20,noisy,0.735560417175293,0.282237066087137,0.497299052710205,1.43049519906858,0.000341793290872396
F200507_SNOW3_-10,F200507,SNOW,3,-10,noisy,0.644047617912292,0.351177823539584,0.524560679985977,1.38426141725798,0.0376142404952273
F200507_SNOW3_-5,F200507,SNOW,3,-5,noisy,1.1130485534668,0.444723925912368,0.721563843132164,1.29365561657924,0.115525611289266
F200507_SNOW3_0,F200507,SNOW,3,0,noisy,1.36618363857269,0.572995834137815,1.53778444701368,1.11967253310392,0.241097454652166
F200507_SNOW3_5,F200507,SNOW,3,5,noisy,1.66887581348419,0.703499588813894,3.74502873679275,0.880550717110381,0.394311505814835
F200507_SNOW3_10,F200507,SNOW,3,10,noisy,1.99559211730957,0.818527371000666,7.31091640075697,0.633570938908018,0.554369351808275
F200507_SNOW3_20,F200507,SNOW,3,20,noisy,2.75544261932373,0.963424540210374,12.118525410741,0.251215862933341,0.861779362489436
F200507_SNOW3_inf,F200507,SNOW,3,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_SNOW4_-20,F200507,SNOW,4,-20,noisy,0.621457278728485,0.283166777529808,0.398659023780164,1.42310136294206,0.000307467772657811
F200507_SNOW4_-10,F200507,SNOW,4,-10,noisy,0.925731360912323,0.346430843907083,0.431546046672508,1.38981757876693,0.0460378577731598
F200507_SNOW4_-5,F200507,SNOW,4,-5,noisy,1.12081408500671,0.429943242431128,0.620941576221196,1.31116779556425,0.130525371118676
F200507_SNOW4_0,F200507,SNOW,4,0,noisy,1.40766417980194,0.55184759181271,1.41090005296352,1.14467145167932,0.25432716352578
F200507_SNOW4_5,F200507,SNOW,4,5,noisy,1.7386509180069,0.694599436318398,3.61347644559186,0.911878526730445,0.406210999737688
F200507_SNOW4_10,F200507,SNOW,4,10,noisy,2.07930135726929,0.826564718285337,7.22909966745252,0.663206145037963,0.565880009216107
F200507_SNOW4_20,F200507,SNOW,4,20,noisy,2.76851630210876,0.969877853629055,12.1071229997791,0.258787612526119,0.870864965364272
F200507_SNOW4_inf,F200507,SNOW,4,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_VACUUM0_-20,F200507,VACUUM,0,-20,noisy,1.02898001670837,0.350240437656963,0.533820081218808,1.82855970370955,0.0275380091416719
F200507_VACUUM0_-10,F200507,VACUUM,0,-10,noisy,1.18890607357025,0.457378922035421,0.71408368971084,1.78074188985826,0.137630556376805
F200507_VACUUM0_-5,F200507,VACUUM,0,-5,noisy,1.32673919200897,0.538642038192414,1.29965520581204,1.72166436472858,0.227675563151387
F200507_VACUUM0_0,F200507,VACUUM,0,0,noisy,1.51995420455933,0.63722312215677,2.98329991935122,1.59537427923791,0.341379134211481
F200507_VACUUM0_5,F200507,VACUUM,0,5,noisy,1.7466915845871,0.737720589792103,6.1423563655091,1.37860899167234,0.465161164652104
F200507_VACUUM0_10,F200507,VACUUM,0,10,noisy,2.00694441795349,0.82440321393359,9.51576452789021,1.10788128995423,0.589233117735296
F200507_VACUUM0_20,F200507,VACUUM,0,20,noisy,2.58877325057983,0.944151945804368,12.5910554679473,0.573470845670737,0.799838900296266
F200507_VACUUM0_inf,F200507,VACUUM,0,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_VACUUM1_-20,F200507,VACUUM,1,-20,noisy,1.60350561141968,0.320407164384806,0.823455467865391,1.79079724503284,0.0261246024232924
F200507_VACUUM1_-10,F200507,VACUUM,1,-10,noisy,1.05005812644958,0.43327861121741,0.980517502112183,1.75078751980255,0.153013737445884
F200507_VACUUM1_-5,F200507,VACUUM,1,-5,noisy,1.18238723278046,0.514745160527103,1.54844458423403,1.69344199323081,0.24300252111942
F200507_VACUUM1_0,F200507,VACUUM,1,0,noisy,1.3968209028244,0.613086516999334,3.22510021707022,1.55439270756245,0.356057964636609
F200507_VACUUM1_5,F200507,VACUUM,1,5,noisy,1.67159688472748,0.717834854672542,6.35634179381654,1.32556333298333,0.48150066695387
F200507_VACUUM1_10,F200507,VACUUM,1,10,noisy,1.95199811458588,0.807822574734811,9.64501997581892,1.0396126890549,0.596615704904829
F200507_VACUUM1_20,F200507,VACUUM,1,20,noisy,2.5871524810791,0.933373673096158,12.6671462713679,0.502444880357934,0.793211010783183
F200507_VACUUM1_inf,F200507,VACUUM,1,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_VACUUM2_-20,F200507,VACUUM,2,-20,noisy,0.944375395774841,0.327436178398838,0.935562789591716,1.84366215054976,0.0477491150867083
F200507_VACUUM2_-10,F200507,VACUUM,2,-10,noisy,1.05884027481079,0.445645522209221,1.10543379928735,1.8003484741547,0.165151416837349
F200507_VACUUM2_-5,F200507,VACUUM,2,-5,noisy,1.21542847156525,0.525396993403444,1.73531891413328,1.73355365857017,0.253088161930144
F200507_VACUUM2_0,F200507,VACUUM,2,0,noisy,1.45570838451385,0.625972158394942,3.54524730161575,1.59222930437176,0.361126728053598
F200507_VACUUM2_5,F200507,VACUUM,2,5,noisy,1.74120855331421,0.73057590666776,6.81686896104896,1.3604074630948,0.481226275449073
F200507_VACUUM2_10,F200507,VACUUM,2,10,noisy,2.03431725502014,0.822929597754642,10.0638440052545,1.07561758758135,0.59482694172208
F200507_VACUUM2_20,F200507,VACUUM,2,20,noisy,2.6183648109436,0.948852129177595,12.7801403294081,0.53091712889171,0.79314990483882
F200507_VACUUM2_inf,F200507,VACUUM,2,Inf,noisy,4.5,0.999999999999999,13.2209470820811,0,1
F200507_VACUUM3_-20,F200507,VACUUM,3,-20,noisy,0.76838493347168,0.33518100341003,0.644199110418631,1.86451147885543,0.0356433224175914
F200507_VACUUM3_-10,F200507,VACUUM,3,-10,noisy,0.588393986225128,0.457375177421846,0.83943213745975,1.82198748131699,0.15899392158648
F200507_VACUUM3_-5,F200507,VACUUM,3,-5,noisy,1.32623028755188,0.542617323233711,1.50291861816674,1.76269490754419,0.248682080244009
F200507_VACUUM3_0,F200507,VACUUM,3,0,noisy,1.51780259609222,0.639259269251084,3.37381336256811,1.64928262220983,0.358465994365118
F200507_VACUUM3_5,F200507,VACUUM,3,5,noisy,1.74742186069489,0.73415957424372,6.67241604239263,1.45506042008649,0.479506529229874
F200507_VACUUM3_10,F200507,VACUUM,3,10,noisy,2.00511956214905,0.815907326795829,9.89865924707971,1.18678623213809,0.597194850102104
F200507_VACUUM3_20,F200507,VACUUM,3,20,noisy,2.57840490341187,0.937234941863998,12.6806163166746,0.632913865923035,0.791427841695801
